date,title,sentiment
2023-05-30 15:52,"[데이터로 보는 증시]LG전자·삼성전자, 기관·외국인 코스피 순매수 1위(5월 30일-최종치)",1.0
2023-05-30 8:45,"삼성전자, 2023년형 TV 신제품으로 중동 소비자 공략",1.0
2023-05-30 10:37,"시노펙스, 삼성전자 베트남 품질혁신 최우수상 수상",1.0
2023-05-30 13:44,상장사 2년째 배당 줄어...삼성전자 '배당 1위' [권영훈의 증시뉴스 PICK],1.0
2023-05-30 9:50,[특징주] 삼성전자·SK하이닉스…장초반 급등세,1.0
2023-05-30 11:52,"삼성전자, 프리미엄TV로 중동 공략",1.0
2023-05-30 18:37,[경제합시다] 연일 뛰는 삼성전자 주가…미국 ‘이 기업’ 열풍 때문?,1.0
2023-05-30 9:22,"삼성전자, TV 신제품으로 중동 소비자 눈길 사로잡는다",1.0
2023-05-30 10:07,"한화투자증권, 랩어카운트 '델타랩 삼성전자우' 출시",1.0
2023-05-30 14:44,삼성전자 주식으로 500억 교환사채 발행한 세종텔레콤?,1.0
2023-05-30 10:02,"한화투자증권, '한화 델타랩 삼성전자우' 출시",1.0
2023-05-30 9:37,한화투자증권 ‘한화 델타랩 삼성전자우’ 출시,1.0
2023-05-30 9:42,"한화투자증권, '한화 델타랩 삼성전자우' 출시",1.0
2023-05-30 10:14,"한화투자증권, 랩어카운트 서비스'한화 델타랩 삼성전자우' 출시",1.0
2023-05-30 9:01,"""이제 직접 고친다""…삼성, 갤럭시 '자가 수리' 국내 도입",1.0
2023-05-30 10:36,"삼성 갤럭시폰 ‘깨진 화면’, 직접 갈아끼울 수 있다",1.0
2023-05-30 9:02,"""똥손도 가능한가요?""…삼성 갤럭시 '자가 수리 프로그램' 도입 [영상]",1.0
2023-05-30 17:07,"초격차 기술로 불황 넘자'…삼성·SK, 차세대 D램 잇달아 양산",1.0
2023-05-30 14:30,삼성 갤럭시폰 소비자가 직접 고칠 수 있다…'자가 키트 도입',1.0
2023-05-30 18:23,"""불황에도 초격차 유지""…삼성·SK, DDR5에 힘 싣는다",1.0
2023-05-30 9:04,"SKT, 전용 양자보안 폰 '갤럭시퀀텀4' 출시…""방수방진·손떨방 지원""",1.0
2023-05-30 16:35,삼전·하이닉스 또 연고점…외국인 6000억 사들였다(종합),1.0
2023-05-30 9:01,"고장난 갤럭시폰, 내가 고친다…삼성 '자가 수리' 국내 도입",1.0
2023-05-30 11:00,"미국 vs 중국, 다가오는 ‘선택의 시간’ [특파원 리포트]",1.0
2023-05-30 9:01,앞으로 갤럭시폰 ‘직접 수리’ 가능해진다(영상),1.0
2023-05-30 16:13,갤럭시폰 ‘셀프 수리’ 이제 한국서도 가능 [오늘 이슈],1.0
2023-05-30 15:57,삼성 이어 SK도 '초격차' D램 장착…불황 넘어 'AI 시장' 정조준,1.0
2023-05-30 6:07,"반도체 훈풍 언제까지?…증권가 ""三電·하이닉스 더 오른다""",1.0
2023-05-30 17:01,근로복지공단 이사장에 ‘삼성 출신’…반도체 노동자 단체 비판,0.0
2023-05-30 10:33,"[초점] ""中·러시아 설움 푼다""…삼성·LG, 중동 '오일머니' 공략 본격화",1.0
2023-05-30 9:30,갤럭시폰 국내도 ‘셀프수리’ 가능...“애초 수리 쉽게 만들어야”,1.0
2023-05-30 14:01,삼성 스마트폰·노트북·TV 소비자가 직접 수리한다,1.0
2023-05-30 15:30,제네시스에 삼성 OLED '미래차 동맹',1.0
2023-05-30 8:36,"""갤럭시 스마트폰·노트북 직접 고쳐보세요"" 삼성, 자가 수리 국내 도입",1.0
2023-05-30 9:01,국내서도 갤럭시 폰·노트북 '셀프 수리' 가능해진다,1.0
2023-05-30 15:59,"삼전·하이닉스 ""나를 따르라""…LG전자 '신고가'",1.0
2023-05-30 9:07,"""갤럭시폰 고객이 부품사서 직접 고친다""...삼성 '셀프 수리' 국내 도입",1.0
2023-05-30 9:18,"코스피, 장중 연고점…삼전·하이닉스 또 신고가",1.0
2023-05-30 17:18,생성형AI 열풍 타고…차세대 D램 '진검승부',1.0
2023-05-30 9:49,"SKT-삼성, 양자보안 스마트폰 '갤럭시 퀀텀 4' 출시",1.0
2023-05-30 5:59,삼성 vs LG 불꽃 튄다는데…“안방 소비자를 품어라”,1.0
2023-05-30 9:02,삼성 갤럭시 '자가 수리 프로그램' 국내에 도입,1.0
2023-05-30 16:45,"""이젠 갤럭시폰 직접 수리하세요""",1.0
2023-05-30 18:10,부산 리노공업 배당 ‘코스닥 1위’…작년 455억 풀었다,1.0
2023-05-30 9:53,"SKT, 양자보안폰 '갤럭시퀀텀4' 출시…디자인·성능 개선",1.0
2023-05-30 14:48,스마트워치 2위 자리 내준 삼성...갤워치6로 만회 나선다,0.0
2023-05-30 13:25,삼성·SK 마냥 웃을 수 없다 [뉴스'까'페],0.0
2023-05-30 9:22,부담 덜어낸 국내 증시…삼전·하이닉스 '반도체주' 날았다,1.0
2023-05-30 10:11,"SK텔레콤, 양자보안 5G 삼성폰 ‘갤럭시 퀀텀4′ 출시",1.0
2023-05-30 17:19,하루에 6700억원 폭풍매수…외국인들 쏠린 종목은,1.0
2023-05-30 10:49,“SK하이닉스 상승세 시작에 불과?” 세계서 가장 빠른 ‘신무기’ 예고에 시선 집중 [비즈360],1.0
2023-05-30 10:26,"""중동 소비자 잡아라"" 두바이에 뜬 삼성 TV",1.0
2023-05-30 15:35,"스마트폰 직접 수리할 ‘권리’…삼성, 액정 등 부품 판매",1.0
2023-05-30 17:51,“5초에 1대씩 팔린다” 삼성 2위→3위로 밀어낸 회사 정체,1.0
2023-05-30 11:20,"상장사 배당금, 2년 연속 감소 28조5282억원…증시 부진 여파",0.0
2023-05-30 13:26,"SKT, 양자보안 폰 '갤럭시 퀀텀4' 출시",1.0
2023-05-30 12:02,"""5G 강국, 6G로 잇는다""…6G포럼 출범",1.0
2023-05-30 9:14,국제광고제 휩쓴 제일기획…북미·유럽서 본상 14개 수상,1.0
2023-05-30 18:34,비상경영 나몰라라…노조의 '역대급 청구서',0.0
2023-05-30 11:07,"“화면 깨진 갤S22, 이제 직접 고치세요”",1.0
2023-05-30 10:19,작년 상장사 배당금 28.5조…전년比 6.7% 줄어,0.0
2023-05-30 17:12,갤럭시폰·노트북·TV '셀프수리' 길 열렸다,1.0
2023-05-30 9:33,"SK텔레콤, 양자보안 5G폰 삼성 ‘갤럭시 퀀텀 4’ 출시",1.0
2023-05-30 16:07,[시황종합]외인 '사자'에 코스피 연고점 경신…삼전·하이닉스 강세,1.0
2023-05-30 15:09,"SKT, 양자보안 '갤럭시 퀀텀4'...인증정보, 외장메모리 암호화",1.0
2023-05-30 6:15,"""초연결이 알아서 딱""…가전의 진화, 생활이 달라진다 [미래on]",1.0
2023-05-30 9:40,"제일기획, 해외 광고제서 잇단 수상",1.0
2023-05-30 10:37,작년 상장사 배당금 6.7% 줄었다…28조 5천억 지급,0.0
2023-05-30 17:20,"적자나도, 최대 실적 거둬도' 역대급 청구서 내미는 노조",0.0
2023-05-29 22:44,10년 전 중국 점유율 20%→1% '추락'…늪에 빠진 삼성폰,0.0
2023-05-30 9:37,미국발 훈풍… ‘7만전자’ ‘11만닉스’ 52주 신고가 경신,1.0
2023-05-30 16:07,"코스피, 미 부채한도 협상 타결·반도체 강세에 연중 최고치(종합)",1.0
2023-05-30 16:02,산·학·연 모여 기술 융합… 한국도 6G 주도권 전쟁 참전,1.0
2023-05-30 11:07,"양자기술로 보안 강화, SKT ‘갤럭시 퀀텀4’ 출시",1.0
2023-05-30 8:49,"진화한 양자 보안기술…SKT, 60만원대 `갤럭시 퀀텀4` 출시",1.0
2023-05-30 9:24,이제 집에서 직접 고친다…갤럭시 '자가 수리' 국내 도입,1.0
2023-05-30 16:46,2600선 바라보는 코스피…반도체주 강세 '지속',1.0
2023-05-30 4:27,"""삼성보다 TSMC…AI 열풍 속 수익·경영 모두 유리""",0.0
2023-05-30 9:58,"SK하이닉스, '10나노급 5세대 서버용 DDR5' 개발..인텔과 검증",1.0
2023-05-30 6:35,"[컴퓨텍스 2023] 차세대 인텔 코어 프로세서, AI로 효율성 ↑",1.0
2023-05-30 11:17,"SK하이닉스, AI 서버시장 주도권 잡는다",1.0
2023-05-30 11:17,작년 상장사 배당금 또 줄었다…28.5조원 지급,0.0
2023-05-30 7:19,불매운동'에 역풍...유명무실해지는 삼성 노조 [기자수첩-산업IT],0.0
2023-05-30 5:05,엔비디아 ‘1조 달러 클럽’ 눈앞… 삼성·SK에도 훈풍,1.0
2023-05-30 7:49,"‘8만전자’ 도전, 오늘부터 1일?…새 슈퍼컴퓨터 타고 비상한 ‘킹비디아’ 덕에 삼전도 웃나 [투자360]",1.0
2023-05-30 9:52,"카카오, 세 번째 ESG보고서…'서비스 장애' 대응 소개",0.0
2023-05-30 11:10,"카카오페이증권, 미국 주식 환율우대 신청 서비스 오픈",1.0
2023-05-30 9:24,"카카오, 2022 ESG 보고서 발간…지배구조 선진화 나선다",1.0
2023-05-30 11:01,카카오페이 “대출갈아타기 사전신청자 70% 1금융권 고객”,1.0
2023-05-30 10:42,"패션바이카카오, ‘헬로 썸머 위크’ 진행",1.0
2023-05-30 11:25,카카오TV의 씁쓸한 퇴장…위기의 국내 OTT,0.0
2023-05-30 16:16,네이버 수준으로 설비투자 늘리는 카카오… ‘먹통 카톡’ 오명 벗을까,1.0
2023-05-30 3:02,"카카오, 문어발식 확장 멈춘다더니… 계열사 더 늘었다",0.0
2023-05-30 9:58,관광公·카카오·티맵 등 외래객 교통편의 공조 활발,1.0
2023-05-30 5:05,카카오 이어 악사손보… ‘교보지주 꿈’ 이룰까,1.0
2023-05-30 9:19,"크리스피크림도넛, 카카오톡 선물하기 전용 굿즈 상품 출시",1.0
2023-05-30 9:55,"카카오페이증권, 미 주식 협의수수료 신설…월 5억 이상 거래 조건",1.0
2023-05-30 16:23,카카오 등 IT업체도 알뜰폰 사업 속도···통신비 내려갈까,1.0
2023-05-30 17:52,[기자의 눈] 광고창 된 카카오톡,0.0
2023-05-30 15:40,비공개 선고 읍소까지…'강제추행' 前아이돌 1심 징역형,0.0
2023-05-30 9:52,방한관광객 이동 편리해진다…관광공사-교통업계 맞손,1.0
2023-05-30 17:07,"초격차 기술로 불황 넘자'…삼성·SK, 차세대 D램 잇달아 양산",1.0
2023-05-30 17:56,"""빌린돈 0.1% 돌려드려요"" 대출환승족 모시기 경쟁",1.0
2023-05-30 11:46,"카카오페이 대출갈아타기, 1금융권 제휴사 7곳…""실질적 편익 제공""",1.0
2023-05-30 9:58,"카카오페이증권, 美 주식 협의수수료 및 환율우대 서비스 오픈",1.0
2023-05-30 17:03,"정샘물뷰티, 카카오 쇼핑 라이브서  '아티스트 팔레트 5종' 선 론칭",1.0
2023-05-30 9:26,"카카오페이증권, 미국주식 협의수수료 및 환율우대 서비스 오픈",1.0
2023-05-30 10:15,"카카오페이, 1금융권과 '대출 갈아타기' 동반 레이스",1.0
2023-05-30 13:30,인터넷전문은행 5월 평판 결과 1위에 케이뱅크... 2위 카카오뱅크,1.0
2023-05-30 14:46,"신용대출, 내일부터 네이버·카카오·토스 앱에서 비교 후 갈아 탄다",1.0
2023-05-30 14:33,카카오·SK는 탁송시장 진출 포기하라',0.0
2023-05-30 8:36,"메리츠證 ""카카오뱅크, 차별화된 대출 성장세…목표가 3.3만원""",1.0
2023-05-30 12:00,스마트폰으로 '신용대출 갈아타기' 내일부터 가능해진다,1.0
2023-05-30 6:31,60원 커피·350원 도시락…편의점 '가격 파괴' 경쟁,1.0
2023-05-30 11:01,"北 '위성 발사' 예고에 한일 5년만에 군축비확산협의회 ""심각한 우려""",0.0
2023-05-30 15:02,"기아 ""유럽향 EV9으로 전동화 전환에 박차""",1.0
2023-05-30 13:53,"日정부 ""北미사일 일본 영역 낙하 우려되면 요격""",0.0
2023-05-30 18:11,토스뱅크 1분기 순손실 280억원…연체율 인뱅 최고로 올라,0.0
2023-05-30 17:39,주가 하락에 베팅 늘었나 대차잔고 82조원 '역대급',1.0
2023-05-30 11:25,"KAIST, 창업생태계 활성화 '박차'",1.0
2023-05-30 10:41,"금감원, 주가조작·불공정거래와의 전쟁…특별단속반 투입",0.0
2023-05-30 15:33,국민연금 올 1분기 수익률 6.35%…작년 손실 상당 부분 만회,1.0
2023-05-30 14:21,"알라딘 전자책 100만권 해킹…""출판산업 근간 흔들 사건""",0.0
2023-05-30 12:18,10명 중 4명 '스마트폰 과의존'…청소년 정신건강 '빨간불',0.0
2023-05-30 9:55,"누리호 성공 기여' KAI, 우주산업화 주도 '속도'",1.0
