date,title,label
2023-05-09 13:17,"울산시, 현대자동차 전기차 울산공장 첨단투자지구 지정 신청",1
2023-05-15 16:09,"현대차, 글로벌 자동차 어워드 잇단 수상 '쾌거'…사용자경험·상품성 등 시장 경쟁력 입증",1
2023-05-12 14:40,"현대차 전주공장, 원광대에 실습용 전기자동차 기증",1
2023-05-18 5:06,"현대자동차그룹, 2030년까지 국내 전기차 분야에 24조원 투자… 글로벌 ‘넘버3’ 정조준",1
2023-05-08 11:15,"현대자동차 '아반떼 N TCR', TCR 차이나 챔피언십 출전",1
2023-05-16 21:59,"고용노동부·안전보건공단·현대자동차, ""울산지역 안전문화 확산 한마음 한뜻""",1
2023-05-09 14:36,"울산시, 현대자동차 전기차 울산공장 첨단투자지구 지정 신청",1
2023-05-09 15:37,"추경호 경제부총리, 현대자동차 울산공장 방문",1
2023-05-09 15:37,"추경호 경제부총리, 현대자동차 울산공장 방문",1
2023-05-09 15:37,현대자동차 울산공장 방문한 추경호 경제부총리,1
2023-05-08 10:28,"한국자동차기자협회, 5월의 차에 현대차 ‘디 올 뉴 코나 일렉트릭’",1
2023-05-09 15:37,현대자동차 울산공장서 간담회 하는 추경호 경제부총리,1
2023-05-15 10:13,"현대자동차, TCR 차이나 챔피언십 출정식 개최",1
2023-05-09 16:23,현대자동차 울산공장 생산라인 둘러보는 추경호 경제부총리,1
2023-05-17 15:46,"현대캐피탈의 남다른 상품 전략, 고금리로 위축된 자동차 시장에 새로운 활력",1
2023-05-07 18:21,"""현대차 가진 한국, 글로벌 자동차 시장 중심지""",1
2023-05-12 17:05,"현대차 전주공장, 원광대에 실습용 전기자동차 1대 추가 기증",1
2023-05-17 14:19,"[화촉] 배기동(전 경상북도 바르게살기운동협의회 회장, 현대자동차 고령대리점 대표, 매일 탑 리더스 아카데미 14기) 씨 차남 경호군 결혼",1
2023-06-06 4:07,[단독] 깜짝실적에도… 기아 ‘勞심초사’,0
2023-06-05 9:51,"현대차 월드랠리팀, WRC 이탈리아 랠리에서 첫 우승",1
2023-06-05 10:33,"현대차·이케아 코리아, '그린 포레스트' 개최",1
2023-06-06 12:01,"韓, ‘커넥티드카’ 특허 증가율 세계 2위... 5G 기반은 LG?삼성이 세계 1?2위",1
2023-06-05 16:27,"노란봉투법 닮은꼴' 사건, 대법 전원합의체가 심리",0
2023-06-05 10:33,"현대차·이케아 코리아, '그린 포레스트' 개최",1
2023-06-05 18:55,"현대차 월드랠리팀, WRC 이탈리아 랠리 우승",1
2023-06-05 11:31,"현대차 월드랠리팀 '티에리 누빌', WRC 이탈리아 랠리 1위",1
2023-06-06 12:02,안전한 자율주행 '5G 기반 커넥티드카' 한국이 선도,1
2023-06-05 6:02,"완성차 회사들, 탄탄대로 열린 전기자전거 시장으로 ‘따르릉’",1
2023-06-05 10:19,"현대차, 이케아 광명 야외정원서 '그린 포레스트' 개최",1
2023-06-05 11:19,"현대차 월드랠리팀, WRC 이탈리아 랠리서 올해 첫 우승",1
2023-06-05 8:55,현대차 월드랠리팀 'i20 하이브리드'로 이탈리아서 우승컵,1
2023-06-06 12:00,"5G 기반 커넥티드카, 대한민국이 선도…출원 증가율 세계 2위",1
2023-06-05 11:22,"현대차, 이케아코리아와 ‘그린 포레스트’ 개최",1
2023-06-05 9:14,"현대차 월드랠리팀, WRC 이탈리아 랠리서 첫 우승",1
2023-06-05 10:23,"현대차-이케아, '그린 포레스트' 개최…""아웃도어도 지속가능하게""",1
2023-06-05 11:15,"현대차, WRC 이탈리아 랠리서 6번째 우승컵",1
2023-06-05 14:29,"현대차 ""아이언맨 '자비스'처럼…앱 하나로 차량 상태 살핀다""",1
2023-06-06 14:21,"현대차-기아 노조, '성과급 4.6조원' 청구서 내민다",0
2023-06-05 18:28,"울산 현대, 임금 인상·고용 안정 놓고 올 임단협도 험로 예고",0
2023-06-05 16:30,"현대차·이케아코리아, 광명점서 친환경차 전시",1
2023-06-06 12:37,‘커넥티드카’ 기술경쟁 심화…5G-V2X 한국이 선도,1
2023-06-06 10:25,"""전기차로 전국일주"" 싱가포르 관광객 제주 입도",1
2023-06-05 17:46,"노란봉투법 닮은꼴' 현대차 파업 소송, 대법 전원합의체 심리",0
