date,title,label
2023-06-01 14:50,"KAIST, 반도체공학대학원 설립…SK하이닉스와 산학연계",1
2023-06-02 6:10,"뚝뚝 떨어진 D램 가격… 삼성전자·SK하이닉스, 2분기도 어둡다",0
2023-06-02 9:26,"삼성전자·SK하이닉스, 엔비디아 주가 반등 훈풍에 동반 상승",1
2023-05-30 10:18,"삼성전자·SK하이닉스, 반도체 훈풍에 52주 신고가 [특징주]",1
2023-06-01 11:18,[단독] SK하이닉스 주도 용인 클러스터 입주기업 확정 [소부장반차장],1
2023-05-25 17:34,"美 마이크론, SK하이닉스 누르고 세계 D램 시장 2위…삼성은 1위 수성",0
2023-05-30 9:36,"SK하이닉스, 10나노급 5세대 DDR5, 데이터센터 호환성 검증 돌입",1
2023-05-30 12:02,"신고가 행진 삼성전자·SK하이닉스…""반도체 질주는 계속된다""",1
2023-05-31 3:04,"SK하이닉스, ‘최고속도’ 10나노 D램 인텔서 검증",1
2023-06-01 16:08,엇갈린 삼성전자·SK하이닉스…코스피 하락 마감,0
2023-06-02 9:15,"[특징주] 삼성전자·SK하이닉스, 엔비디아 반등에 동반 강세",1
2023-05-31 17:32,"“사랑은 돌아오는 거야”…버렸던 SK하이닉스 다시 담는 외국인, 2차전지는 뒷전 [투자360]",1
2023-05-31 17:02,13만원으로 오른 하이닉스 목표주가…“고대역폭메모리 유일 납품” [투자360],1
2023-05-30 15:37,"SK하이닉스, 10나노급 5세대 D램 개발…인텔 검증",1
2023-05-30 10:06,"삼성전자·SK하이닉스, 미국발 훈풍에 나란히 신고가",1
2023-06-02 9:30,[특징주]삼성전자·SK하이닉스 동반 강세…美 엔비디아 반등 영향,1
2023-05-25 10:44,"""기술에 베팅하라"" SK하이닉스, 5세대 기업용 SSD 공개",1
2023-06-02 6:02,하반기도 5월과 비슷할 듯...증권가 “삼전·하이닉스 빼면 박스피”,1
2023-06-02 12:04,"“7만원, 11만원 넘어도 계속 간다”...삼성전자·SK하이닉스 장 중 강세 [오늘, 이 종목]",1
2023-06-01 11:24,엔비디아발 훈풍 수혜 기대 SK하이닉스 다시 담는 외인,1
2023-05-26 10:41,"""D램 주도 韓 자존심 꺾였다""…SK하이닉스, 美 마이크론에 2위 뺏겨",0
2023-05-30 14:36,"SK하이닉스, 인텔서 '10나노급 5세대 D램' 데이터센터 호환성 검증",1
2023-05-30 9:58,"SK하이닉스, '10나노급 5세대 서버용 DDR5' 개발..인텔과 검증",1
2023-06-02 10:06,삼성전자·SK하이닉스 동반 상승…美 엔비디아 반등 영향,1
2023-05-25 17:34,"D램 격변 … 마이크론, SK하이닉스 제치고 2위로",0
2023-05-25 11:07,"SK하이닉스, 'DTW 2023'서 신기술 공개",1
2023-05-25 10:19,"삼성전자·SK하이닉스, 인건비 부담 2018년 이후 '최대'",0
2023-05-30 9:19,"SK하이닉스 10나노급 5세대 DDR5, 데이터센터 호환성 검증 돌입",1
2023-05-26 16:13,어? 하이닉스가 3등?...글로벌 D램 2위 마이크론에 내줬다,0
2023-05-25 19:13,"SK하이닉스, D램 2위 美마이크론에 내줬다",0
2023-05-25 11:38,"SK하이닉스, 서버 시장 공략 가속도",1
2023-06-02 11:54,"美, 삼성전자·SK하이닉스 압박하더니 이젠 '신뢰' 문제 제기",0
2023-05-29 6:31,[피스앤칩스]9년만에 SK하이닉스 제쳤다는 이 회사…비결은 재고털기?,0
2023-05-25 9:29,"SK하이닉스, 美 '델 테크놀로지스 월드'에서 최신기술 소개",1
2023-05-31 9:54,질주하던 삼전-하이닉스 '숨고르기'…발사체 소동은 영향 無,1
2023-05-30 14:23,삼성전자·SK하이닉스 또 희소식…엔비디아 재고 4년새 감소 [김익환의 컴퍼니워치],1
2023-05-30 11:55,"SK하이닉스 5세대 DDR5, 인텔 호환성 검증 돌입",1
2023-05-25 10:00,"SK하이닉스, 미국 '델 테크놀로지스 월드'에서 최신기술 소개",1
2023-05-30 9:38,파죽지세 반도체株…삼전·하이닉스 연고점 경신,1
2023-05-30 17:14,코스피 1% 넘게 오르며 ‘연중 최고치’···삼성전자·SK하이닉스·LG전자 일제히 ‘신고가’,1
2023-05-30 9:24,"SK하이닉스, 인텔과 '10나노급 5세대 서버용 DDR5' 호환성 검증",1
2023-05-25 18:52,"SK하이닉스, D램 점유율 3위로 밀려",0
2023-05-30 9:50,[특징주] 삼성전자·SK하이닉스…장초반 급등세,1
2023-05-25 10:00,"불황' 전자업계 인건비 부담 경고등…SK하이닉스, 매출 20% 쓴다",0
2023-05-30 16:35,삼전·하이닉스 또 연고점…외국인 6000억 사들였다(종합),1
2023-05-28 15:01,"‘AI 붐’ 엔비디아 깜짝 실적, 삼성전자·SK하이닉스에도 훈풍",1
2023-05-25 9:36,"SK하이닉스, 美 '델 테크놀로지스 월드'서 최신 메모리 제품 소개",1
2023-05-25 16:38,1분기 글로벌 D램 매출 21.2%↓… SK하이닉스 점유율 3위로 하락,0
2023-06-01 9:15,"[특징주] 삼성전자·SK하이닉스, 美 반도체주 약세에 동반 하락",0
2023-06-01 15:59,"[데이터로 보는 증시]포스코퓨처엠·SK하이닉스, 기관·외국인 코스피 순매수 1위(6월 1일-최종치)",1
2023-05-30 9:37,"""AI 반도체 수요 늘어난다""…삼성전자·SK하이닉스 신고가 경신",1
2023-05-25 13:23,"SK하이닉스, ‘델 테크놀로지스 월드 2023’에서 차세대 기술 선보여",1
2023-05-25 16:14,"[기업] SK하이닉스, 미국 IT 전시회에서 신제품 소개",1
2023-05-23 9:11,"""삼성·하이닉스 단기 수혜...제재 장기화는 악재""",0
2023-05-30 16:07,[시황종합]외인 '사자'에 코스피 연고점 경신…삼전·하이닉스 강세,1
2023-05-28 11:52,"AI 붐' 엔비디아 깜짝 실적, 삼성전자·SK하이닉스에도 훈풍",1
2023-05-30 9:14,"[특징주] 삼성전자·SK하이닉스, 미국발 훈풍에 나란히 '신고가'",1
2023-05-25 10:43,"‘1분기 최악의 성적표’ 삼성전자·SK하이닉스, 연봉·성과급 잔치 끝날까",0
2023-05-29 20:01,"[DD 주간브리핑] 삼성전자·SK하이닉스 '활짝'… 반도체 강세, 이번주에도 이어질까",1
2023-05-24 9:39,"美하원 특위장 “삼성·하이닉스, 中서 마이크론 빈자리 차지하면 안돼”",0
2023-06-02 9:16,엔비디아 랠리에 삼전·SK하이닉스도 강세[특징주],1
2023-05-26 8:48,"D램 시장 지각 변동...美마이크론, SK하이닉스 제치고 2위 올라",0
2023-05-31 15:54,"[데이터로 보는 증시]LG엔솔· SK하이닉스, 기관·외국인 코스피 순매수 1위(5월 31일-최종치)",1
2023-05-25 9:59,"""기술에 베팅하라"" 라스베이거스 빛낸 SK하이닉스 신기술",1
2023-05-30 9:27,반도체株 상승 랠리…삼성전자·SK하이닉스 신고가 행진,1
2023-05-26 8:01,엔비디아 24% 급등…삼성전자·SK하이닉스 상승세로 이어질까 [증시 개장 전 꼭 알아야 할 5가지],1
2023-05-25 16:22,"韓 반도체 D램 점유율 하락…마이크론, 하이닉스 제치고 2위",0
2023-05-31 11:43,"""고맙다, 엔비디아!"" 삼성전자·SK하이닉스 주가 기대감 고조",1
2023-05-27 6:52,"“삼성 형님, 먼저 ‘11만’ 갑니다”…올해만 10조 적자 SK하이닉스 ‘주가 질주’, 왜? [신동윤의 나우,스톡]",1
2023-05-18 10:00,"SK하이닉스·동반성장협의회, ESG 경영 실천 공동 선언",1
2023-05-26 18:27,챗GPT 반도체 훈풍…삼성전자·SK하이닉스 반등 기대감,1
2023-06-01 14:16,SK하이닉스 용인 반도체클러스터에 주성·솔브레인 등 16개사 입주,1
2023-05-26 16:18,"마이크론 제재한 中, 삼성·하이닉스가 빈자리 채울수 있나",1
2023-05-26 17:43,"[시황] 코스피, 2560선 목전…삼성전자·SK하이닉스 급등",1
2023-05-31 0:02,"“고맙다, 엔비디아”…삼성전자·SK하이닉스 주가 나란히 52주 신고가",1
2023-05-18 10:06,"SK하이닉스-동반성장협의회, ESG 경영 실천 공동 선언",1
2023-05-16 9:03,"SK하이닉스, 자회사 솔리다임 대표에 노종원·데이비드 딕슨 부문장 선임",
