date,title,label
2023-06-02 7:05,"""카카오톡서 다이어트 제품 구매 주의"".. 소비자 피해  잇따라",1
2023-05-31 15:29,"카카오게임즈, SF MMORPG '아레스' 사전등록 시작",1
2023-06-02 14:21,"카카오, 소상공인 세미나 위한 전용 스튜디오 문 연다",1
2023-06-01 9:10,"""약속한 수익 받기""…한국투자증권, 카카오뱅크서 '발행어음' 판다",1
2023-05-29 9:45,"카카오 ""쇼핑하기·쇼핑라이브 베이비위크 프로모션…최대 91% 할인""",1
2023-06-01 9:16,"한국투자증권, 카카오뱅크 발행어음 거래서비스 출시",1
2023-06-02 13:32,"""카드 사용금액 줄이고 리워드 받자""…카카오페이, 카드절약 챌린지",1
2023-06-05 9:17,"카카오페이, 바로 발급되는 카드 보기 서비스 출시",1
2023-06-05 14:31,"제주개발공사, ‘환경의 날’ 맞아 카카오와 해양 정화 활동",1
2023-06-05 4:49,핫한 주제로 대화하고 실검 역할도?…카카오 '오픈채팅 lite' 본격 가동,1
2023-06-01 9:26,"""아이 생각하면 이직 못한다""…카카오 어린이집 어떻길래",1
2023-06-05 17:39,"중국 알리바바는 빼고, 토종 네이버 카카오만?..공정위 역차별 규제 논란",0
2023-06-05 14:25,"제주개발공사, 환경의 날 맞아 카카오와 해양 정화 봉사",1
2023-06-05 18:24,카카오페이 '바로 발급되는 카드 보기' 서비스,1
2023-05-30 9:52,"카카오, 세 번째 ESG보고서…'서비스 장애' 대응 소개",1
2023-06-02 11:41,"카카오뱅크, 카카오웹툰 26주 적금 10만좌 돌파",1
2023-06-01 9:25,"카카오, 4번째 어린이집 ‘별이든’ 개소",1
2023-06-06 11:16,"매일유업, 환경의 날 맞아 카카오메이커스와 ‘멸균팩 새가버치 프로젝트’ 열어",1
2023-06-02 6:00,카카오톡 등서 다이어트 보조제 판매 '사기주의보',0
2023-06-01 13:50,"카카오엔터-카카오뱅크, '26주 적금 위드 카카오웹툰' 출시",1
2023-06-01 10:05,"[게시판] 카카오, 4번째 어린이집 '별이든' 개소",1
2023-06-05 11:08,"""내 신용카드 발급가능 여부·한도가 궁금해?...카카오페이 '바로 발급되는 카드 보기' 서비스로 확인 가능!",1
2023-06-05 11:03,"카카오게임즈, 독창적 게임 '아레스' 사전등록 100만 넘었다",1
2023-06-01 10:01,"카카오, 판교에 네번째 어린이집 개소…업계 최대 규모",1
2023-06-05 11:06,"카카오게임즈, '아레스:라이즈 오브 가디언즈' 사전등록 100만 돌파",1
2023-06-03 3:07,규제 속 혁신?… 택시호출 95% 독점한 카카오 적자 수렁,0
2023-06-01 10:35,"카카오, 4번째 어린이집 ‘별이든’ 개소",1
2023-06-02 10:56,"카카오, 소상공인 교육 프로그램 제작 공간 마련",1
2023-06-02 10:33,"카카오, ‘카카오비즈니스 세미나’ 제작 스튜디오 개설",1
2023-06-02 14:32,"카카오, 소상공인 파트너 대상 ‘교육 콘텐츠’ 질 높인다",1
2023-06-03 14:39,카카오 '투데이 버블'이 '실시간 검색'과 다른 점,1
2023-05-31 14:45,"카카오, 지역 소상공인 대상 교육 프로그램 참가자 모집",1
2023-06-05 11:33,카카오게임즈 '아레스: 라이즈 오브 가디언즈' 사전등록 100만 돌파,1
2023-05-30 14:16,"카카오, '먹통 사태' 대응 담은 ESG 보고서 발간",1
2023-06-02 9:48,"카카오, 중소 비즈니스 파트너 위한 ‘비즈니스 스튜디오’ 오픈",1
2023-06-01 9:40,"카카오, 네번째 어린이집 ‘별이든’ 개원",1
2023-06-01 10:27,"카카오뱅크, '26주적금 with 카카오웹툰' 출시…""저축하며 웹툰 본다""",1
2023-06-02 11:48,휴가철 앞두고 다이어트 식품 피해 증가…카카오톡 통한 사기 조심하세요,0
2023-06-02 9:45,"카카오, 소상공인 사업 교육 세미나 제작 스튜디오 개설",1
2023-05-30 10:03,"카카오페이증권, 美주식 협의수수료·환율 우대",1
2023-06-02 13:45,카뱅 '26주적금 with 카카오웹툰' 하루 만에 10만좌 돌파,1
2023-05-31 10:23,"카카오, 소상공인 디지털 비즈니스 교육 프로그램",1
2023-06-01 17:12,"""웹툰 감상과 저축 즐거움 동시에"" 카카오웹툰X뱅크 적금 론칭",1
2023-06-01 11:12,"""적금들면 웹툰 캐시 지급""…카카오엔터 결합상품 출시",1
2023-06-01 18:02,네이버·카카오 인물정보에 '장례지도사' 등 5개 직업 추가,1
2023-06-02 11:41,하루 만에 10만좌 돌파…카뱅 '26주적금 with 카카오웹툰' 인기,1
2023-06-02 6:34,카카오톡 등에서 판매하는 다이어트 보조제 ‘사기주의보’,0
2023-06-01 10:24,카카오뱅크 '26주적금 with 카카오웹툰' 출시,1
2023-06-01 10:05,"""카카오 직원들은 좋겠네"" 사내 어린이집만 4개 'IT업계 최대'",1
2023-06-01 16:45,"""혐오표현, 멈춰!"" 네이버·카카오 기준 구체화한다",0
2023-06-01 9:46,"카카오, 판교에 4번째 사내어린이집 문열어",1
2023-06-01 11:06,"카카오게임즈, 오딘 일본-아레스 출시로 다시 뛴다",1
2023-06-02 14:54,“카카오톡에서 파는 다이어트 한약 구매 주의하세요”,0
2023-06-05 10:48,카카오페이 '바로 발급되는 카드 보기' 서비스,1
2023-06-01 9:10,"카카오뱅크, 한국투자증권 발행어음 투자 출시",1
2023-05-31 10:05,"안 찾아간 공탁금, 6월부터 '카카오 알림톡'으로 발송",1
2023-05-30 9:38,"카카오, 세 번째 'ESG 보고서' 발행",1
2023-06-02 9:17,"카카오, 중소 비즈니스 파트너 위한 ‘카카오비즈니스 스튜디오’ 오픈",1
2023-06-01 9:00,"카카오뱅크, 한국투자증권과 '약속한 수익 받기' 서비스 출시",1
2023-05-31 10:17,“안 찾아간 공탁금 찾아가세요” 카카오톡 알림 온다,1
2023-05-31 10:26,"카카오, ‘2023 카카오 클래스’ 입문과정 참가자 모집",1
2023-06-04 14:52,"“아이유 있는데, 어떻게 이런일이?” 충격의 적자 사태…늪에 빠진 카카오엔터",0
2023-06-05 9:01,"리브러쉬 x 레오제이, 카카오 쇼핑 라이브서 신제품 선보여",
2023-05-30 10:00,"카카오, ESG 보고서 ‘2022 약속과 책임’ 발간",1
2023-06-02 13:52,카카오뱅크 '26주적금 with 카카오웹툰' 출시 하루만에 10만좌 돌파,1
2023-05-31 17:27,"카카오게임즈 아레스, 사전등록 페이지 오픈",1
2023-05-30 11:01,카카오페이 “대출갈아타기 사전신청자 70% 1금융권 고객”,1
2023-06-02 13:32,"카카오뱅크, ‘26주 적금 with 카카오웹툰’ 출시 하루만에 10만좌 개설",1
2023-06-02 6:42,"""손으로 그린 웹툰만 볼래요""…네이버-카카오웹툰, AI 반감에 당혹",0
2023-06-02 9:51,"카카오, 중소 파트너 위한 콘텐츠 제작하는 ‘카카오비즈니스 스튜디오’ 오픈",1
2023-05-30 17:19,"카카오, ESG 성과 공개…키워드는 기후·윤리·상생",1
2023-05-31 11:56,"카카오엔터, 지난달부터 웹툰작가에 하단 광고수익 배분",0
2023-06-01 16:52,"카카오게임즈, ‘오딘' 일본 사전 등록자 100만명 돌파",1
2023-05-31 11:19,"""공탁금 찾아가세요""…카카오톡으로 알려준다",1
2023-06-01 8:17,"한국투자증권, 카카오뱅크 발행어음 거래서비스 출시",1
2023-06-01 16:42,카카오 대리 유료 멤버십 '프로' 서비스 6월말 종료,0
2023-06-05 10:48,"펫박스, 카카오커머스서 반려동물 간식 할인전",
2023-05-30 10:03,"카카오, ESG 보고서 '카카오의 약속과 책임' 발간",1
2023-06-03 11:04,"카카오, ESG보고서에 데이터센터 화재 대응 담아",1
2023-06-05 7:01,[7NEWS] ‘저질 뉴스’ 범람 조장하는 네이버와 카카오,0
2023-06-03 13:32,"""AI 그림 싫어요"" 반발에‥네이버·카카오는 고심 중",0
2023-06-01 9:41,카카오뱅크 앱에서 4.35% 한투 발행어음 투자 가능해진다,1
2023-05-31 16:30,"카카오, 톡스토어 판매자 입문과정 온라인 클래스 수강생 모집",
2023-06-01 11:14,"AI 웹툰 논란에 네이버·카카오 ""인간 작품만 받는다""",0
2023-05-30 10:36,"카카오모빌리티, OECD 산하 국제교통포럼 참여",1
2023-06-01 18:44,"카카오뱅크, ‘26주적금 with 카카오웹툰’ 출시…“저축하며 웹툰 본다”",1
2023-05-31 11:07,"카카오뱅크, 청소년 전용 '올리브영과 26일저금' 출시",1
2023-05-30 10:51,"카카오, ESG 보고서 `2022 약속과 책임` 발간",1
2023-06-01 18:30,"“워킹맘·대디에 진심”...카카오, 네 번째 어린이집 ‘별이든’ 개소",1
2023-05-31 14:36,카카오페이 '대출 갈아타기' 서비스 개시…24개 금융사 제휴 확정,1
2023-05-30 3:02,"카카오, 문어발식 확장 멈춘다더니… 계열사 더 늘었다",0
2023.06.01. 오후 5:49,"
			카카오엔터 X 카카오뱅크, '26주 적금 with 카카오웹툰' 론칭!
		",
2023-05-30 10:42,"패션바이카카오, ‘헬로 썸머 위크’ 진행",1
2023-05-30 9:22,"카카오, ESG 보고서 ‘2022 카카오의 약속과 책임’ 발간",
2023-05-30 15:22,"카카오페이, 대환대출 서비스 31일 출시",1
2023-05-31 14:46,"카카오뱅크, 청소년 위한 '올리브영과 26일저금' 출시",1
2023-06-02 17:42,"카카오 비즈니스 스튜디오, 소상공인 교육 콘텐츠 제작",
2023-06-01 11:20,"""적금하면 웹툰캐시 증정"" 카카오엔터x카카오뱅크 상품",1
2023-06-01 15:00,"네이버·카카오 인물정보에 ‘장례지도사’, ‘가맹거래사’ 추가",1
2023-05-31 11:13,"카카오메이커스-제주개발공사, 바다 정화 캠페인",1
2023-06-04 12:51,"카카오게임즈, 우마무스메 1주년 오프라인 행사 개최",1
2023-05-24 9:36,"카카오, 'RE100' 가입…""2040년까지 재생에너지 100% 전환""",1
2023-05-29 11:01,"카톡 쇼핑하기·카카오 쇼핑 라이브, 육아 제품 최대 91% 할인",
2023-05-30 9:53,"카카오 ""지배구조 개선 추진""…ESG 보고서 '약속과 책임' 발간",1
2023-05-30 11:19,"카카오모빌리티, `ITF 서밋` 참여…글로벌 협력 모색",1
2023-05-31 12:44,"카카오, ‘2023 카카오 클래스-톡스토어 판매자 입문 과정’ 진행",1
2023-06-02 9:20,카카오톡 등서 다이어트 보조제 판매 '사기주의보',0
2023-05-30 10:29,"카카오모빌리티, 'ITF 서밋 2023' 참가…""각국 부처·기업과 협력 논의""",1
2023-05-26 6:31,"뼈 깎는 쇄신, 카카오엔터프라이즈…비상할 수 있을까",1
2023-05-31 10:41,"카카오, 소상공인 디지털 비즈니스 진출 지원…참가자 모집",
2023-05-26 18:59,“한국 IT 혁신 궁금해요”…美 와튼스쿨 연구생들이 카카오 찾은 까닭,1
2023-05-31 14:47,"카카오뱅크, 신용대출 갈아타기 서비스 출시…""5분이면 신청""",1
2023-06-01 10:07,"""연 4.35% 한투 발행어음, 카카오뱅크 앱에서 투자하세요""",
2023-06-01 17:00,"카카오게임즈 ‘오딘’, 日 사전등록 100만 돌파 ‘기대감 UP’",1
2023-06-02 14:32,"""하루만에 10만좌 몰렸다"" 카카오뱅크 '카카오웹툰 26주 적금' 인기",1
2023-06-01 9:41,"한국투자증권, 카카오뱅크 발행어음 거래서비스 출시",1
2023-06-02 7:11,"소비자원 ""카카오톡서 다이어트 보조제 구매 주의""",0
2023-06-03 13:24,“6월 삼성전자·카카오 뜬다”...반도체·인터넷 업종 강세 전망,1
2023-05-31 11:18,"카카오게임즈, ‘아레스 : 라이즈 오브 가디언즈’ 사전등록 시작",1
2023-05-31 7:19,"카카오엔터, 웹툰작가에 하단 광고수익 배분…지난달 첫 지급",1
2023-06-01 8:47,"""카카오뱅크로 발행어음 거래""…한투증권, 카뱅과 서비스 출시",1
2023-06-01 16:42,"카카오게임즈, 일본 ‘오딘’ 사전등록 100만명 돌파",1
2023-06-02 11:04,"""중소 사업자에 고품질 교육 콘텐츠 제공""…카카오 전용 스튜디오 마련",
2023-05-31 10:43,"카카오메이커스-제주개발공사, 제주 바다 정화 활동 실시",
2023-05-30 12:01,"카카오, 세 번째 ESG 보고서 발행...‘먹통 사태’ 대응 담아",
2023-06-02 10:35,"카카오페이, '카드 절약 챌린지' 진행",
2023-05-31 17:37,"경기도, 카카오·SM 등과 협력해 K-콘텐츠 중소제작업체 지원",
2023-05-30 10:54,"카카오모빌리티, 국제교통포럼 참가…“글로벌 모빌리티 협력”",
2023-05-31 10:11,"오래된 미출금 공탁금, 카카오톡으로 알려준다",
2023-06-02 15:24,"카카오페이 ""카드 절약 챌린지 도전하세요""",
2023-06-02 17:15,“한방 다이어트 제품 카카오톡 구매 주의”,
2023-05-25 15:56,카카오가 소상공인 '톡채널' 지원하는 이유,
2023-05-31 10:31,"카카오뱅크, 청소년 고객 위한 '올리브영과 26일저금' 출시",
2023-05-30 8:22,SPC·카카오·매일유업…사옥을 짓지 않는 이유는,
2023-06-02 9:14,"소비자원 ""한방 다이어트 보조식품 카카오톡 구매 주의""",
