date,title,self_label
2023-05-30 16:02,"삼성전자 2.84% 오른 7만2300원…코스피, 외인 '사자'에 2580선 마감",1
2023-05-30 8:45,"삼성전자, 2023년형 TV 신제품으로 중동 소비자 공략",1
2023-05-30 15:52,"[데이터로 보는 증시]LG전자·삼성전자, 기관·외국인 코스피 순매수 1위(5월 30일-최종치)",1
2023-05-30 8:45,"삼성전자, 2023년형 TV 신제품으로 중동 소비자 공략",1
2023-05-30 10:37,"시노펙스, 삼성전자 베트남 품질혁신 최우수상 수상",1
2023-05-30 13:44,상장사 2년째 배당 줄어...삼성전자 '배당 1위' [권영훈의 증시뉴스 PICK],1
2023-05-30 9:50,[특징주] 삼성전자·SK하이닉스…장초반 급등세,1
2023-05-30 11:52,"삼성전자, 프리미엄TV로 중동 공략",1
2023-05-30 18:37,[경제합시다] 연일 뛰는 삼성전자 주가…미국 ‘이 기업’ 열풍 때문?,1
2023-05-30 9:22,"삼성전자, TV 신제품으로 중동 소비자 눈길 사로잡는다",1
2023-05-30 10:07,"한화투자증권, 랩어카운트 '델타랩 삼성전자우' 출시",1
2023-05-30 14:44,삼성전자 주식으로 500억 교환사채 발행한 세종텔레콤?,1
2023-05-30 10:02,"한화투자증권, '한화 델타랩 삼성전자우' 출시",1
2023-05-30 9:37,한화투자증권 ‘한화 델타랩 삼성전자우’ 출시,1
2023-05-30 9:42,"한화투자증권, '한화 델타랩 삼성전자우' 출시",1
2023-05-30 10:14,"한화투자증권, 랩어카운트 서비스'한화 델타랩 삼성전자우' 출시",1
2023-05-30 9:01,"""이제 직접 고친다""…삼성, 갤럭시 '자가 수리' 국내 도입",1
2023-05-30 10:36,"삼성 갤럭시폰 ‘깨진 화면’, 직접 갈아끼울 수 있다",1
2023-05-30 9:02,"""똥손도 가능한가요?""…삼성 갤럭시 '자가 수리 프로그램' 도입 [영상]",1
2023-05-30 17:07,"초격차 기술로 불황 넘자'…삼성·SK, 차세대 D램 잇달아 양산",1
2023-05-30 14:30,삼성 갤럭시폰 소비자가 직접 고칠 수 있다…'자가 키트 도입',1
2023-05-30 18:23,"""불황에도 초격차 유지""…삼성·SK, DDR5에 힘 싣는다",1
2023-05-30 9:04,"SKT, 전용 양자보안 폰 '갤럭시퀀텀4' 출시…""방수방진·손떨방 지원""",1
2023-05-30 16:35,삼전·하이닉스 또 연고점…외국인 6000억 사들였다(종합),1
2023-05-30 9:01,"고장난 갤럭시폰, 내가 고친다…삼성 '자가 수리' 국내 도입",1
2023-05-30 11:00,"미국 vs 중국, 다가오는 ‘선택의 시간’ [특파원 리포트]",1
2023-05-30 9:01,앞으로 갤럭시폰 ‘직접 수리’ 가능해진다(영상),1
2023-05-30 16:13,갤럭시폰 ‘셀프 수리’ 이제 한국서도 가능 [오늘 이슈],1
2023-05-30 15:57,삼성 이어 SK도 '초격차' D램 장착…불황 넘어 'AI 시장' 정조준,1
2023-05-30 6:07,"반도체 훈풍 언제까지?…증권가 ""三電·하이닉스 더 오른다""",1
2023-05-30 17:01,근로복지공단 이사장에 ‘삼성 출신’…반도체 노동자 단체 비판,0
2023-05-30 10:33,"[초점] ""中·러시아 설움 푼다""…삼성·LG, 중동 '오일머니' 공략 본격화",1
2023-05-30 9:30,갤럭시폰 국내도 ‘셀프수리’ 가능...“애초 수리 쉽게 만들어야”,1
2023-05-30 14:01,삼성 스마트폰·노트북·TV 소비자가 직접 수리한다,1
2023-05-30 15:30,제네시스에 삼성 OLED '미래차 동맹',1
2023-05-30 8:36,"""갤럭시 스마트폰·노트북 직접 고쳐보세요"" 삼성, 자가 수리 국내 도입",1
2023-05-30 9:01,국내서도 갤럭시 폰·노트북 '셀프 수리' 가능해진다,1
2023-05-30 15:59,"삼전·하이닉스 ""나를 따르라""…LG전자 '신고가'",1
2023-05-30 9:07,"""갤럭시폰 고객이 부품사서 직접 고친다""...삼성 '셀프 수리' 국내 도입",1
2023-05-30 9:18,"코스피, 장중 연고점…삼전·하이닉스 또 신고가",1
2023-05-30 17:18,생성형AI 열풍 타고…차세대 D램 '진검승부',1
2023-05-30 9:49,"SKT-삼성, 양자보안 스마트폰 '갤럭시 퀀텀 4' 출시",1
2023-05-30 5:59,삼성 vs LG 불꽃 튄다는데…“안방 소비자를 품어라”,1
2023-05-30 9:02,삼성 갤럭시 '자가 수리 프로그램' 국내에 도입,1
2023-05-30 16:45,"""이젠 갤럭시폰 직접 수리하세요""",1
2023-05-30 18:10,부산 리노공업 배당 ‘코스닥 1위’…작년 455억 풀었다,1
2023-05-30 9:53,"SKT, 양자보안폰 '갤럭시퀀텀4' 출시…디자인·성능 개선",1
2023-05-30 14:48,스마트워치 2위 자리 내준 삼성...갤워치6로 만회 나선다,0
2023-05-30 13:25,삼성·SK 마냥 웃을 수 없다 [뉴스'까'페],0
2023-05-30 9:22,부담 덜어낸 국내 증시…삼전·하이닉스 '반도체주' 날았다,1
2023-05-30 10:11,"SK텔레콤, 양자보안 5G 삼성폰 ‘갤럭시 퀀텀4′ 출시",1
2023-05-30 17:19,하루에 6700억원 폭풍매수…외국인들 쏠린 종목은,1
2023-05-30 10:49,“SK하이닉스 상승세 시작에 불과?” 세계서 가장 빠른 ‘신무기’ 예고에 시선 집중 [비즈360],1
2023-05-30 10:26,"""중동 소비자 잡아라"" 두바이에 뜬 삼성 TV",1
2023-05-30 15:35,"스마트폰 직접 수리할 ‘권리’…삼성, 액정 등 부품 판매",1
2023-05-30 17:51,“5초에 1대씩 팔린다” 삼성 2위→3위로 밀어낸 회사 정체,1
2023-05-30 11:20,"상장사 배당금, 2년 연속 감소 28조5282억원…증시 부진 여파",0
2023-05-30 13:26,"SKT, 양자보안 폰 '갤럭시 퀀텀4' 출시",1
2023-05-30 12:02,"""5G 강국, 6G로 잇는다""…6G포럼 출범",1
2023-05-30 9:14,국제광고제 휩쓴 제일기획…북미·유럽서 본상 14개 수상,1
2023-05-30 18:34,비상경영 나몰라라…노조의 '역대급 청구서',0
2023-05-30 11:07,"“화면 깨진 갤S22, 이제 직접 고치세요”",1
2023-05-30 10:19,작년 상장사 배당금 28.5조…전년比 6.7% 줄어,0
2023-05-30 17:12,갤럭시폰·노트북·TV '셀프수리' 길 열렸다,1
2023-05-30 9:33,"SK텔레콤, 양자보안 5G폰 삼성 ‘갤럭시 퀀텀 4’ 출시",1
2023-05-30 16:07,[시황종합]외인 '사자'에 코스피 연고점 경신…삼전·하이닉스 강세,1
2023-05-30 15:09,"SKT, 양자보안 '갤럭시 퀀텀4'...인증정보, 외장메모리 암호화",1
2023-05-30 6:15,"""초연결이 알아서 딱""…가전의 진화, 생활이 달라진다 [미래on]",1
2023-05-30 9:40,"제일기획, 해외 광고제서 잇단 수상",1
2023-05-30 10:37,작년 상장사 배당금 6.7% 줄었다…28조 5천억 지급,0
2023-05-30 17:20,"적자나도, 최대 실적 거둬도' 역대급 청구서 내미는 노조",0
2023-05-29 22:44,10년 전 중국 점유율 20%→1% '추락'…늪에 빠진 삼성폰,0
2023-05-30 9:37,미국발 훈풍… ‘7만전자’ ‘11만닉스’ 52주 신고가 경신,1
2023-05-30 16:07,"코스피, 미 부채한도 협상 타결·반도체 강세에 연중 최고치(종합)",1
2023-05-30 16:02,산·학·연 모여 기술 융합… 한국도 6G 주도권 전쟁 참전,1
2023-05-30 11:07,"양자기술로 보안 강화, SKT ‘갤럭시 퀀텀4’ 출시",1
2023-05-30 8:49,"진화한 양자 보안기술…SKT, 60만원대 `갤럭시 퀀텀4` 출시",1
2023-05-30 9:24,이제 집에서 직접 고친다…갤럭시 '자가 수리' 국내 도입,1
2023-05-30 16:46,2600선 바라보는 코스피…반도체주 강세 '지속',1
2023-05-30 4:27,"""삼성보다 TSMC…AI 열풍 속 수익·경영 모두 유리""",0
2023-05-30 9:58,"SK하이닉스, '10나노급 5세대 서버용 DDR5' 개발..인텔과 검증",1
2023-05-30 6:35,"[컴퓨텍스 2023] 차세대 인텔 코어 프로세서, AI로 효율성 ↑",1
2023-05-30 11:17,"SK하이닉스, AI 서버시장 주도권 잡는다",1
2023-05-30 11:17,작년 상장사 배당금 또 줄었다…28.5조원 지급,0
2023-05-30 7:19,불매운동'에 역풍...유명무실해지는 삼성 노조 [기자수첩-산업IT],0
2023-05-30 5:05,엔비디아 ‘1조 달러 클럽’ 눈앞… 삼성·SK에도 훈풍,1
2023-05-30 7:49,"‘8만전자’ 도전, 오늘부터 1일?…새 슈퍼컴퓨터 타고 비상한 ‘킹비디아’ 덕에 삼전도 웃나 [투자360]",1
2023-06-06 10:13,"""카카오, 왜 이제야""…3주간 200만명 폭발적 반응",1
2023-06-05 11:53,"""이러다 1위 내줄 판""…'절대 강자' 카카오톡의 위기",0
2023-06-05 16:58,"네이버·카카오 ""종이→전자문서로 디지털 친환경 앞장서""(종합)",1
2023-06-05 9:38,"카카오, 세계 환경의 날에 '이용자 환경 기여' 지표 공개",1
2023-06-05 14:49,카카오게임즈 '아레스 : 라이즈 오브 가디언즈' 사전등록 인원 100만 명 넘어,1
2023-06-05 9:43,"카카오페이, '바로 발급되는 카드 보기' 서비스 출시",1
2023-06-06 4:04,"카카오, 환경의날 맞아 ‘카카오 카본 인덱스’ 수치 공개",1
2023-06-05 3:21,[朝鮮칼럼] 문제는 뉴스제평위가 아니라 네이버·카카오다,0
2023-06-06 10:47,"카카오게임즈 '우마무스메 프리티 더비', 1주년 기념 대규모 이벤트",1
2023-06-06 14:03,절대강자는 옛말?…구글 맹추격에 카카오톡·네이버 입지 흔들,0
2023-06-05 14:32,"제주개발공사, 환경의 날 맞아 카카오와 해양 정화 활동 전개",1
2023-06-05 14:46,"""나 떨고 있니?"" 카카오톡, 네이버 제친 유튜브에 추월 위기",0
2023-06-05 13:57,"펫타버스, 카카오인베스트먼트 이어 AFWP로부터 후속 투자유치",1
2023-06-05 14:53,"카카오게임즈 ‘우마무스메’, 1주년 맞이 대규모 캠페인 개최",1
2023-06-05 10:13,"카카오톡 추월 위기, 턱밑까지 쫓아온 유튜브",0
2023-06-06 14:45,"제주개발공사·카카오, 해양 정화 활동 '메이크 어스 그린 in 제주' 진행",1
2023-06-01 10:28,"카카오뱅크, '26주 적금 with 카카오웹툰' 출시",1
2023-06-02 10:59,"카카오, 소상공인 위한 '카카오 비즈니스 세미나' 스튜디오 개설",1
2023-06-02 13:54,카뱅 '카카오웹툰 26주 적금' 출시 하루 만에 10만좌 돌파,1
2023-06-02 9:37,"카카오, 소상공인 위한 교육 프로그램 제작 공간 열어",1
2023-06-05 16:09,"밥값'하는 카카오페이… ""마이데이터 정보 제공,  금융이력부족자들 신용카드 발급률 20%↑""",1
2023-06-02 14:24,"카카오뱅크 '26주적금 with 카카오웹툰', 하루만에 10만좌",1
2023-06-01 10:41,카카오뱅크 26주 적금 넣고 카카오웹툰 캐시 혜택까지,1
2023-06-02 12:18,"카카오 `비즈니스 스튜디오` ""소상공인들에 노하우 전달""",1
2023-06-01 13:37,"카카오엔터, 카카오뱅크와 ‘26주적금 with 카카오웹툰’ 출시",1
2023-06-01 9:14,"카카오, 네번째 사내어린이집 '별이든' 개원…아이 907명 돌본다",1
2023-06-01 10:36,"카카오, 4번째 사내 어린이집 '별이든' 개원",1
2023-06-02 10:37,"[게시판] 카카오, 소상공인 교육 프로그램 제작 공간 마련",1
2023-06-01 9:26,"카카오, 4번째 어린이집 개소…업계 최대 규모",1
2023-06-02 20:06,"다이어트 한약, 카카오톡으로 샀다 ‘탈났다’…소비자 피해 증가",0
2023-06-04 6:00,"""중소상공인 매출확대 도와드립니다""...상생나선 네이버-카카오",1
2023-05-31 11:18,"카카오, 지역 창업자·소상공인 디지털 전환 교육 진행",1
2023-06-02 13:47,"카카오 스테이지파이브, ESG 위원회 설립…의장에 민원기 전 차관",1
2023-05-30 15:15,‘먹통’ 겪은 카카오 “인프라 투자 세 배로 늘릴 것”,1
2023-05-30 9:24,"카카오, 2022 ESG 보고서 발간…지배구조 선진화 나선다",1
2023-06-02 6:06,카카오톡서 이것 함부로 사지 마세요,0
2023-06-02 10:10,"카카오, 중소 파트너 위한 ‘카카오비즈니스 스튜디오’ 열어",1
2023-05-31 20:18,네이버·카카오가 ‘전기차 시장’에 주목한 까닭 [이코노Y],1
2023-06-01 9:51,"카카오 VX '프렌즈 스크린', 한국타이어 춘식이컵 개최",1
2023-05-26 10:09,"미국 와튼스쿨, 한국 ICT 생태계 연구 위해 카카오 방문",1
2023-05-30 9:42,"카카오, 2022 ESG 보고서 발간…""지배구조 선진화""",1
2023-06-02 16:22,"카카오뱅크 ‘26주적금 with 카카오웹툰’, 출시 하루만에 10만좌 개설",1
2023-06-02 7:05,"""카카오톡서 다이어트 제품 구매 주의"".. 소비자 피해  잇따라",1
2023-05-31 15:29,"카카오게임즈, SF MMORPG '아레스' 사전등록 시작",1
2023-06-02 14:21,"카카오, 소상공인 세미나 위한 전용 스튜디오 문 연다",1
2023-06-01 9:10,"""약속한 수익 받기""…한국투자증권, 카카오뱅크서 '발행어음' 판다",1
2023-05-29 9:45,"카카오 ""쇼핑하기·쇼핑라이브 베이비위크 프로모션…최대 91% 할인""",1
2023-06-01 9:16,"한국투자증권, 카카오뱅크 발행어음 거래서비스 출시",1
2023-06-02 13:32,"""카드 사용금액 줄이고 리워드 받자""…카카오페이, 카드절약 챌린지",1
2023-06-05 9:17,"카카오페이, 바로 발급되는 카드 보기 서비스 출시",1
2023-06-05 14:31,"제주개발공사, ‘환경의 날’ 맞아 카카오와 해양 정화 활동",1
2023-06-05 4:49,핫한 주제로 대화하고 실검 역할도?…카카오 '오픈채팅 lite' 본격 가동,1
2023-06-01 9:26,"""아이 생각하면 이직 못한다""…카카오 어린이집 어떻길래",1
2023-06-05 17:39,"중국 알리바바는 빼고, 토종 네이버 카카오만?..공정위 역차별 규제 논란",0
2023-06-05 14:25,"제주개발공사, 환경의 날 맞아 카카오와 해양 정화 봉사",1
2023-06-05 18:24,카카오페이 '바로 발급되는 카드 보기' 서비스,1
2023-05-30 9:52,"카카오, 세 번째 ESG보고서…'서비스 장애' 대응 소개",1
2023-06-02 11:41,"카카오뱅크, 카카오웹툰 26주 적금 10만좌 돌파",1
2023-06-01 9:25,"카카오, 4번째 어린이집 ‘별이든’ 개소",1
2023-06-06 11:16,"매일유업, 환경의 날 맞아 카카오메이커스와 ‘멸균팩 새가버치 프로젝트’ 열어",1
2023-06-02 6:00,카카오톡 등서 다이어트 보조제 판매 '사기주의보',0
2023-06-01 13:50,"카카오엔터-카카오뱅크, '26주 적금 위드 카카오웹툰' 출시",1
2023-06-01 10:05,"[게시판] 카카오, 4번째 어린이집 '별이든' 개소",1
2023-06-05 11:08,"""내 신용카드 발급가능 여부·한도가 궁금해?...카카오페이 '바로 발급되는 카드 보기' 서비스로 확인 가능!",1
2023-06-05 11:03,"카카오게임즈, 독창적 게임 '아레스' 사전등록 100만 넘었다",1
2023-06-01 10:01,"카카오, 판교에 네번째 어린이집 개소…업계 최대 규모",1
2023-06-05 11:06,"카카오게임즈, '아레스:라이즈 오브 가디언즈' 사전등록 100만 돌파",1
2023-06-03 3:07,규제 속 혁신?… 택시호출 95% 독점한 카카오 적자 수렁,0
2023-06-01 10:35,"카카오, 4번째 어린이집 ‘별이든’ 개소",1
2023-06-02 10:56,"카카오, 소상공인 교육 프로그램 제작 공간 마련",1
2023-06-02 10:33,"카카오, ‘카카오비즈니스 세미나’ 제작 스튜디오 개설",1
2023-06-02 14:32,"카카오, 소상공인 파트너 대상 ‘교육 콘텐츠’ 질 높인다",1
2023-06-03 14:39,카카오 '투데이 버블'이 '실시간 검색'과 다른 점,1
2023-05-31 14:45,"카카오, 지역 소상공인 대상 교육 프로그램 참가자 모집",1
2023-06-05 11:33,카카오게임즈 '아레스: 라이즈 오브 가디언즈' 사전등록 100만 돌파,1
2023-05-30 14:16,"카카오, '먹통 사태' 대응 담은 ESG 보고서 발간",1
2023-06-02 9:48,"카카오, 중소 비즈니스 파트너 위한 ‘비즈니스 스튜디오’ 오픈",1
2023-06-01 9:40,"카카오, 네번째 어린이집 ‘별이든’ 개원",1
2023-06-01 10:27,"카카오뱅크, '26주적금 with 카카오웹툰' 출시…""저축하며 웹툰 본다""",1
2023-06-02 11:48,휴가철 앞두고 다이어트 식품 피해 증가…카카오톡 통한 사기 조심하세요,0
2023-06-02 9:45,"카카오, 소상공인 사업 교육 세미나 제작 스튜디오 개설",1
2023-05-30 10:03,"카카오페이증권, 美주식 협의수수료·환율 우대",1
2023-06-02 13:45,카뱅 '26주적금 with 카카오웹툰' 하루 만에 10만좌 돌파,1
2023-05-31 10:23,"카카오, 소상공인 디지털 비즈니스 교육 프로그램",1
2023-06-01 17:12,"""웹툰 감상과 저축 즐거움 동시에"" 카카오웹툰X뱅크 적금 론칭",1
2023-06-01 11:12,"""적금들면 웹툰 캐시 지급""…카카오엔터 결합상품 출시",1
2023-06-01 18:02,네이버·카카오 인물정보에 '장례지도사' 등 5개 직업 추가,1
2023-06-02 11:41,하루 만에 10만좌 돌파…카뱅 '26주적금 with 카카오웹툰' 인기,1
2023-06-02 6:34,카카오톡 등에서 판매하는 다이어트 보조제 ‘사기주의보’,0
2023-06-01 10:24,카카오뱅크 '26주적금 with 카카오웹툰' 출시,1
2023-06-01 10:05,"""카카오 직원들은 좋겠네"" 사내 어린이집만 4개 'IT업계 최대'",1
2023-06-01 16:45,"""혐오표현, 멈춰!"" 네이버·카카오 기준 구체화한다",0
2023-06-01 9:46,"카카오, 판교에 4번째 사내어린이집 문열어",1
2023-06-01 11:06,"카카오게임즈, 오딘 일본-아레스 출시로 다시 뛴다",1
2023-06-02 14:54,“카카오톡에서 파는 다이어트 한약 구매 주의하세요”,0
2023-06-05 10:48,카카오페이 '바로 발급되는 카드 보기' 서비스,1
2023-06-01 9:10,"카카오뱅크, 한국투자증권 발행어음 투자 출시",1
2023-05-31 10:05,"안 찾아간 공탁금, 6월부터 '카카오 알림톡'으로 발송",1
2023-05-30 9:38,"카카오, 세 번째 'ESG 보고서' 발행",1
2023-06-02 9:17,"카카오, 중소 비즈니스 파트너 위한 ‘카카오비즈니스 스튜디오’ 오픈",1
2023-06-01 9:00,"카카오뱅크, 한국투자증권과 '약속한 수익 받기' 서비스 출시",1
2023-05-31 10:17,“안 찾아간 공탁금 찾아가세요” 카카오톡 알림 온다,1
2023-05-31 10:26,"카카오, ‘2023 카카오 클래스’ 입문과정 참가자 모집",1
2023-06-04 14:52,"“아이유 있는데, 어떻게 이런일이?” 충격의 적자 사태…늪에 빠진 카카오엔터",0
2023-05-30 10:00,"카카오, ESG 보고서 ‘2022 약속과 책임’ 발간",1
2023-06-02 13:52,카카오뱅크 '26주적금 with 카카오웹툰' 출시 하루만에 10만좌 돌파,1
2023-05-31 17:27,"카카오게임즈 아레스, 사전등록 페이지 오픈",1
2023-05-30 11:01,카카오페이 “대출갈아타기 사전신청자 70% 1금융권 고객”,1
2023-06-02 13:32,"카카오뱅크, ‘26주 적금 with 카카오웹툰’ 출시 하루만에 10만좌 개설",1
2023-06-02 6:42,"""손으로 그린 웹툰만 볼래요""…네이버-카카오웹툰, AI 반감에 당혹",0
2023-06-02 9:51,"카카오, 중소 파트너 위한 콘텐츠 제작하는 ‘카카오비즈니스 스튜디오’ 오픈",1
2023-05-30 17:19,"카카오, ESG 성과 공개…키워드는 기후·윤리·상생",1
2023-05-31 11:56,"카카오엔터, 지난달부터 웹툰작가에 하단 광고수익 배분",0
2023-06-01 16:52,"카카오게임즈, ‘오딘' 일본 사전 등록자 100만명 돌파",1
2023-05-31 11:19,"""공탁금 찾아가세요""…카카오톡으로 알려준다",1
2023-06-01 8:17,"한국투자증권, 카카오뱅크 발행어음 거래서비스 출시",1
2023-06-01 16:42,카카오 대리 유료 멤버십 '프로' 서비스 6월말 종료,0
2023-05-30 10:03,"카카오, ESG 보고서 '카카오의 약속과 책임' 발간",1
2023-06-03 11:04,"카카오, ESG보고서에 데이터센터 화재 대응 담아",1
2023-06-05 7:01,[7NEWS] ‘저질 뉴스’ 범람 조장하는 네이버와 카카오,0
2023-06-03 13:32,"""AI 그림 싫어요"" 반발에‥네이버·카카오는 고심 중",0
2023-06-01 9:41,카카오뱅크 앱에서 4.35% 한투 발행어음 투자 가능해진다,1
2023-06-01 11:14,"AI 웹툰 논란에 네이버·카카오 ""인간 작품만 받는다""",0
2023-05-30 10:36,"카카오모빌리티, OECD 산하 국제교통포럼 참여",1
2023-06-01 18:44,"카카오뱅크, ‘26주적금 with 카카오웹툰’ 출시…“저축하며 웹툰 본다”",1
2023-05-31 11:07,"카카오뱅크, 청소년 전용 '올리브영과 26일저금' 출시",1
2023-05-30 10:51,"카카오, ESG 보고서 `2022 약속과 책임` 발간",1
2023-06-01 18:30,"“워킹맘·대디에 진심”...카카오, 네 번째 어린이집 ‘별이든’ 개소",1
2023-05-31 14:36,카카오페이 '대출 갈아타기' 서비스 개시…24개 금융사 제휴 확정,1
2023-05-30 3:02,"카카오, 문어발식 확장 멈춘다더니… 계열사 더 늘었다",0
2023-05-30 10:42,"패션바이카카오, ‘헬로 썸머 위크’ 진행",1
2023-05-30 15:22,"카카오페이, 대환대출 서비스 31일 출시",1
2023-05-31 14:46,"카카오뱅크, 청소년 위한 '올리브영과 26일저금' 출시",1
2023-06-01 11:20,"""적금하면 웹툰캐시 증정"" 카카오엔터x카카오뱅크 상품",1
2023-06-01 15:00,"네이버·카카오 인물정보에 ‘장례지도사’, ‘가맹거래사’ 추가",1
2023-05-31 11:13,"카카오메이커스-제주개발공사, 바다 정화 캠페인",1
2023-06-04 12:51,"카카오게임즈, 우마무스메 1주년 오프라인 행사 개최",1
2023-05-24 9:36,"카카오, 'RE100' 가입…""2040년까지 재생에너지 100% 전환""",1
2023-05-30 9:53,"카카오 ""지배구조 개선 추진""…ESG 보고서 '약속과 책임' 발간",1
2023-05-30 11:19,"카카오모빌리티, `ITF 서밋` 참여…글로벌 협력 모색",1
2023-05-31 12:44,"카카오, ‘2023 카카오 클래스-톡스토어 판매자 입문 과정’ 진행",1
