date,title
2023-06-01 08:18:40,"네이버, 금지·혐오 표현 기준 개정…12일부터 정책 적용"
2023-05-31 07:01:16,"네이버 모바일 버전, 접속 장애…이용자 불편"
2023-05-30 20:17:52,"네이버 지도, 일부 서비스 오류…""원인 파악 중"""
2023-06-05 17:39:02,"중국 알리바바는 빼고, 토종 네이버 카카오만?..공정위 역차별 규제 논란"
2023-06-02 16:30:01,네이버·토스 대환대출 플랫폼에 국민·신한은행 빠진 까닭은[경제블로그]
2023-06-06 13:48:01,“글로벌 ESG 평가서 韓기업 90%는 중하위…톱은 SK와 네이버 뿐”
2023-06-01 10:04:20,"네이버, AI 기술로 생방송 판매 대본 작성 서비스"
2023-06-05 17:23:01,"김장겸 전 MBC 사장 ""네이버, 토종기업 살려야 한다며 소나기만 피하려고 하고 있어"""
2023-06-04 15:32:03,"[시그널] 네이버웹툰도, 자회사도 IPO 가능성 높였다"
2023-06-04 16:56:01,8월엔 주식 사세요…네이버 초거대 AI 장점 3가지
2023-05-31 14:30:04,"실제 상황이면 어쩔뻔…네이버 ""트래픽 10배 폭증으로 오류"" [종합]"
2023-05-31 07:37:03,재난문자·사이렌 뒤 ‘네이버 먹통’…“전쟁 나 인터넷 끊겼나?”
2023-06-04 09:01:04,거센 반발 직면한 AI웹툰…네이버웹툰 도전만화서 보이콧 운동도
2023-06-01 18:23:01,네이버 악성 댓글땐 ‘악플러 꼬리표’ 단다
2023-06-04 22:04:00,"""영화·드라마로 만들 IP, 네이버웹툰서 고르세요""[잇피플]"
2023.06.04. 오전 7:15,"
			'불후의 명곡 1위' 이찬원, '울 엄마' 네이버TV 1위
		"
2023-06-01 16:06:18,"네이버 '프로젝트 꽃', 중소상공인 브랜드 구축 돕는다"
2023-06-05 17:26:01,"[차이나 리스크] 中 네이버 접속, 2주째 불안정…IT업계 ‘예의주시’"
2023-06-02 09:47:17,"""회원관리 손쉽게""…카페24 '네이버 로그인 플러스 위자드' 선봬"
2023-06-02 13:17:09,네이버 인물정보 항목 다양화…본인 참여 서비스 모바일로 확대
2023-06-02 16:54:31,"통계청-네이버 클라우드, 간담회 개최"
2023-06-03 06:38:03,‘수수료 지원’부터 ‘브랜딩 컨설팅’까지… 넓어지는 네이버 프로젝트 꽃 생태계
2023-06-04 17:09:06,AI株 돌풍이라는데 … 나홀로 외면받는 네이버
2023-06-01 16:32:07,'라방 과외쌤' 변신한 네이버 AI…1분 만에 판매자용 대본 '뚝딱'
2023-05-31 17:40:01,"네이버웹툰, 지상최대공모전에서 생성형 AI가 그린 웹툰 금지"
2023-05-31 14:14:10,부실 재난문자에 네이버까지 먹통…트위터로 몰리는 사람들
2023-05-31 13:12:52,北 발사체에 네이버도 모바일 접속 장애
2023-05-31 10:52:01,네이버 먹통·경보 오발령...실제 공습 경보 시 행동 요령은?
2023-05-31 07:54:01,네이버 접속장애… 서울시 경계경보 오발령에 ‘먹통’
2023-05-31 07:12:35,"""경계 경보 뭐야?"" 네이버 먹통...현재 정상화"
2023-06-05 20:16:03,"유튜브, 카톡·네이버 '맹추격'…사용자 1위 넘봐"
2023-06-05 09:04:01,선정산·수수료 할인… 네이버 ‘소상공인 상생정책’ 업계 전반서 벤치마킹[ICT]
2023-06-01 18:02:17,네이버·카카오 인물정보에 '장례지도사' 등 5개 직업 추가
2023-06-01 12:21:01,"[주가동향] 네이버, 챗GPT보다 똑똑한 AI 공개로 인공지능 사업자 부상"
2023-05-31 21:57:26,北 발사체에 접속 폭주...네이버 한때 모바일 접속장애
2023-05-30 21:48:31,퇴근 시간 네이버 지도 '먹통'…1시간 20분 만에 정상화
2023-06-02 10:03:14,"네이버 임직원, 지역 소상공인 만나 디지털 전환 경험 공유"
2023.05.31. 오전 8:30,"
			임영웅 '마리히' 2회도 핫! 선공개 네이버TV 1위
		"
None,None
2023-05-31 08:06:16,"경계경보 오발령에 트래픽 급증… 네이버, 5분간 접속 오류"
2023-06-02 18:38:01,한상혁 찍어내고 네이버·다음 손보기? '관제 포털' 시대 오나
2023-05-31 18:45:01,"""전쟁난 줄"" 새벽 발칵 뒤집은 '경계경보'…네이버도 먹통"
2023-06-01 17:37:09,"재난상황 ‘주연’된 네이버...공공인프라 된 플랫폼, 책임 어디까지?"
2023-06-01 03:01:13,北 발사체 경보 뒤 네이버 5분간 먹통… 시민들 혼란 가중
2023-05-31 10:06:08,'네이버페이 대출 갈아타기' 출시…총 13개 금융사 입점
2023-06-02 06:42:13,"""손으로 그린 웹툰만 볼래요""…네이버-카카오웹툰, AI 반감에 당혹"
2023-06-03 13:32:03,"""AI 그림 싫어요"" 반발에‥네이버·카카오는 고심 중"
2023-06-05 07:01:30,[7NEWS] ‘저질 뉴스’ 범람 조장하는 네이버와 카카오
2023-06-03 14:27:01,네이버 인물정보 프로필에 '반려동물' 정보도 담는다
2023-05-31 16:10:03,"출근하다 주민센터 뛰어가고, 네이버는 먹통되고...'경계경보' 발령문자 대혼란"
2023-06-01 11:14:01,"AI 웹툰 논란에 네이버·카카오 ""인간 작품만 받는다"""
2023-05-31 19:11:44,"언론인총연합회 ""네이버, 뉴스 장사 아니라 공정성 이야기할 때"""
2023-05-25 23:37:24,"""北 해킹 이메일 공격 70% 네이버·카카오 사칭"""
2023-05-26 16:00:04,"""연내 출시 서치GPT도 고려"" 네이버 검색, 새단장 나선다"
2023-06-01 06:11:05,네이버가 300억 투자한 패션 플랫폼 ‘브랜디’ 자금 수혈 필요
2023-05-30 20:44:01,"네이버 지도, 먹통 됐다가 40여분 만에 정상화"
2023-05-30 20:02:01,"""인스타 피드처럼 변신""…위기의 네이버가 내놓을 '승부수'"
2023-06-01 06:20:00,"네이버 마비, 5분 만에 복구됐지만… 실제 재난에선 어쩌나"
2023-05-31 06:01:00,"AI 경쟁 격화에 韓경쟁력은…네이버 AI논문 채택, 구글의 5%"
2023-05-30 16:23:03,네이버 초거대 AI '하이퍼클로바X' 사우디 진출하나
2023-05-31 13:03:36,네이버 광고 조작해 212억 벌어…광고 순위 조작단 기소
2023-05-31 09:24:05,북한 발사체 쏘자 '네이버'도 한때 모바일 버전 접속 장애
2023-06-06 03:04:02,흔들리는 ‘국내 1위’ 카톡-네이버… 유튜브-구글 추격받아
2023-06-01 16:45:02,"""혐오표현, 멈춰!"" 네이버·카카오 기준 구체화한다"
2023-06-05 15:44:04,"KT·네이버 등 기업 4곳, '초거대AI 생태계구축사업' 공급자로 선정"
2023-05-31 08:33:01,"北발사 경보에 ‘이거 뭐야’…네이버 폭주, 한때 접속장애"
2023-05-30 22:23:05,"네이버 지도, 한 때 검색 노출 안돼 …""API 오류, 복구 완료"""
2023-05-31 14:31:01,“北이 사이버 공격한 줄”…모바일 네이버 먹통으로 더 ‘패닉’
2023-06-02 10:59:08,태평양도서 5개국도 '네이버 1784' 홀릭
2023-05-31 10:08:01,'北 발사체' 소식에 네이버 모바일 5분간 접속 마비
2023-05-31 08:03:01,네이버 모바일 한때 접속 장애
2023-06-05 10:56:01,"[뷰티뉴스] 록시땅, 네이버 그린 쇼핑 위크 프로모션 행사 참여"
2023-06-01 10:20:05,"네이버, '쓰면 안 되는' 표현 구체화…인종·성별 등 차별·혐오 제재"
2023-06-02 14:50:36,"태평양도서 5개국, 네이버 사옥 찾아 ""IT 기술력 확보해야"""
2023-05-31 07:39:08,"네이버 모바일 버전 '접속 장애'…""'경계경보'에 트래픽 몰려"""
2023-05-31 07:18:01,"네이버 모바일 버전, 접속 장애…이용자 불편"
2023-06-02 09:53:01,"태평양도서 5개국, ‘로봇 친화형 빌딩’ 네이버 1784 방문"
2023-06-01 15:11:01,"네이버, 초거대 AI로 소상공인 라이브커머스 대본 작성 돕는 이유"
2023-05-31 11:23:02,매크로 돌려 네이버 홍보글 노출...광고 순위 조작 일당 재판行
2023-06-02 09:45:00,"태평양 5개국 장차관, 네이버 1784 방문…""IT 기술력 국가 경쟁력에 중요"""
2023-05-31 07:55:03,재난문자로 네이버 한때 접속장애…현재 정상화
2023-05-30 21:26:01,"네이버 지도, 84분간 접속 오류…“복구 완료”"
2023-06-01 06:05:02,"네이버, 금지 혐오표현 구체화…12일부터 개정 게시물정책 적용"
2023-05-30 21:51:01,"네이버 지도 앱, 한 때 접속 오류…1시간여 만에 정상화"
2023-06-02 12:15:08,"태평양도서 5개국 장차관, 네이버1784 찾았다"
2023-05-31 08:39:36,北 발사체 쏘자 '네이버'도 한때 모바일 버전 접속장애
2023-05-31 10:34:48,경쟁사 제품 찾아도 연관검색어로…네이버 광고노출 조작
2023-06-01 07:02:01,"""악플러는 프로필에 공개""…네이버·다음, 댓글제도 '전격 개편'"
2023-05-31 09:19:01,"네이버 모바일 접속 장애…""재난문자로 접속 증가"""
2023-05-31 08:57:07,사이렌·재난문자 놀란 시민들 접속폭주에 네이버 한때 장애
2023-05-31 07:17:05,"""경보 울려 무슨 일인가 했는데""…네이버 모바일버전 '접속장애'"
2023-06-01 10:47:34,네이버가 4달간 중소상공인 브랜드 구축 돕는다
2023-05-31 09:13:01,경계 경보에 네이버 접속 폭주로 5분간 장애
2023-06-02 11:33:19,"태평양도서 5개국 방문단, 네이버 1784 방문"
2023-06-02 09:53:01,"카페24, 네이버ID 로그인 회원가입 지원"
2023-05-31 15:10:01,네이버 먹통에 사용자들은 더 불안... “예측 불가능한 수준의 트래픽”이면 변명이 되나
2023-05-31 07:07:07,북한 우주발사체 쏜 날 네이버 모바일 접속 장애
2023-05-31 07:50:01,'새벽 경계경보' 트래픽 증가에 네이버 모바일 접속 장애
2023-06-02 13:48:01,"카페24 온라인 사업자, 네이버 기반 마케팅 쉬워진다"
2023-06-04 15:19:51,"""내 그림 훔치지마""…네이버웹툰 도전만화서 'AI웹툰 보이콧'"
2023-05-30 20:59:51,"네이버 지도, 오후 한때 접속 오류…""복구 완료""(종합)"
2023-05-31 10:52:37,'매크로'로 네이버 광고 상위 노출 35명 무더기 재판행
2023-06-02 10:15:27,네이버 아이디로 쇼핑몰 회원가입 손쉽게…카페24 신규 서비스 개시
2023-05-31 08:19:01,北 발사체 쏘자 네이버 모바일 버전 일시 접속 장애… 현재 정상화
2023-05-31 07:26:01,"네이버 모바일, 접속 장애…""재난 문자로 트래픽 증가, 현재 정상화"""
2023-06-01 09:48:41,"네이버, 금지 혐오표현 구체화‥12일부터 개정 게시물정책 적용"
2023-06-02 09:57:01,"네이버, 인물정보 프로필 항목에 ‘전문 분야’ 등록"
2023-06-01 08:25:01,"“악플러들 잡아라”…네이버·다음, 댓글제도 개편"
2023-05-31 17:07:36,"검찰, '네이버 광고 순위 조작' 일당 35명 기소"
2023-05-30 20:42:48,네이버 지도 앱 '일시 오류'…현재 정상화
2023-05-31 16:57:01,네이버 광고 조작해 200억대 챙겨…순위 조작단 재판행
2023-05-31 08:34:18,北 발사체에 접속 폭주...네이버 한때 모바일 접속장애
2023-05-30 21:12:41,네이버 지도앱 '오류'…1시간20분만에 복구(종합)
2023-06-01 08:30:07,"현대차證 “네이버, 하이퍼클로바X 시장 연착륙할 것”"
2023-06-01 14:37:51,"네이버, 금지 ‘혐오표현’ 구체화…“인종·국가·나이·성별 등 차별 안돼”"
2023-05-31 10:03:15,"""네이버 광고순위 조작해 수백억 수익""...업체 대표 등 35명 기소"
2023-05-31 23:27:22,"""네이버 광고순위 조작해 수백억 수익""...업체 대표 등 35명 기소"
2023-05-31 09:11:40,북한 발사체 소식 직후 네이버 트래픽 폭증…모바일 접속 일시 장애
2023-05-30 21:07:01,"네이버 지도, 일부 서비스 오류…""원인 파악 중"""
2023-06-01 10:46:01,"네이버, 중소상공인 스케일업 위한 ‘SME 브랜드 런처’ 시작"
2023-06-02 16:31:06,"통계청-네이버, 초거대 AI 협업 방안 모색"
2023-05-31 09:28:08,"""네이버 먹통되니 진짜 전쟁 난 줄"" 공포…깊어지는 불신 [정지은의 산업노트]"
2023-05-31 17:28:01,“국민포털 먹통에 전쟁 난 줄” 시민들 네이버 접속장애에 불안
2023-06-01 11:23:01,"네이버, 소상공인 성장 지원 ‘SME 브랜드 런처’ 시작"
2023-05-31 18:36:04,"檢, 네이버 광고순위 조작 35명 기소"
2023-05-31 17:07:01,경보 발령에 네이버까지 ‘먹통’…“전쟁난줄” 시민들 혼란 가중
2023-05-31 17:40:18,네이버 광고 검색 조작…2백억대 챙겨
2023-06-02 09:20:08,네이버 “태평양도서 5개국 장·차관 방문”...신사옥 ‘1784’에 발길 이어져
2023-06-02 10:04:07,네이버 '인물정보' 프로필 항목 다양해진다…14일 업데이트
2023-05-30 21:47:03,"네이버 지도, 오후 한때 서비스 오류 ""복구 완료""(종합)"
2023-06-01 09:23:07,네이버 AI '하이퍼클로바'가 쇼핑라이브 대본 써준다
2023-06-01 18:12:01,"네이버, 스마트스토어 판매자 ‘브랜드 구축’ 돕는다"
2023-05-31 07:23:09,"""왜, 어디로 대피해?"" 재난문자에 화들짝…네이버 한 때 접속장애"
2023-06-02 11:21:16,"태평양도서 5개국 장·차관, 네이버신사옥 방문"
2023-05-31 11:45:11,네이버 광고 순위 조작해 200억 번 일당…병원장 등 광고주도 기소
2023-06-01 18:01:01,"네이버, 하이퍼클로바 기술로 쇼핑라이브 큐시트 작성 돕는다"
2023-05-30 21:19:14,"네이버 지도, 오후 한때 접속 오류…""현재는 복구 완료"""
2023-05-31 07:37:01,'경계경보' 발령 과부하에 네이버 모바일앱 접속 오류
2023-05-30 21:26:53,"네이버 지도, 한때 접속 안돼…""API 오류, 현재 복구 완료"""
2023-06-01 11:06:06,"네이버, 금지 '혐오 표현' 구체화…오는 12일부터 적용"
2023-06-02 17:33:01,"통계에 최신 AI 기술 접목…통계청, 네이버와 지능화 방안 논의"
2023-06-02 13:32:01,네이버 인물정보에 반려동물 정보 추가…세부 전문 분야도 추가 가능
2023-05-31 15:14:03,네이버 검색결과 조작한 광고업자 등 35명 기소
2023-05-30 20:37:56,"""나만 안되는 줄""…네이버 지도 일부 오류"
2023-05-31 09:14:05,네이버페이 대출 갈아타기 오픈…잘 갚으면 포인트 지급
2023-06-01 18:25:33,네이버 “인종·국가·지역 등 혐오 표현 금지”
2023-05-31 08:58:03,北 발사체 쐈는데 네이버 모바일 접속 장애… “트래픽 폭증에 불통”
2023-05-31 11:55:32,"검찰, 네이버 광고 순위 조작단 35명 기소"
2023-06-01 10:05:01,"""이 신혼그릇세트는 내구성이..."" 네이버 쇼핑라이브 대본 초안 작성자가 AI?"
2023-05-31 07:32:01,네이버까지 5분간 '먹통'…서울 경계경보 오발령 탓
2023-05-31 07:05:34,네이버 모바일 버전 일부 접속 장애
2023-05-30 21:28:01,"네이버 지도, 저녁 한때 접속 오류"
2023-05-31 11:07:54,"네이버페이, 대환대출 서비스 시작…""유리한 금리로 갈아타세요"""
2023-05-31 10:58:01,네이버 광고순위 조작해 224억 편취…35명 무더기 기소
2023-06-02 16:30:06,"통계청, 네이버 클라우드와 AI 기술 지능화 방안 모색"
2023-06-01 07:02:03,“트위터 보단 네이버 사용자가 훨씬 많은데…‘실검’ 부활시켰으면”
2023.06.02. 오전 8:50,"
			임영웅 '마리히' 2회도 기대감 '쑥쑥'..선공개 3차 네이버TV 1위
		"
2023-05-30 10:25:01,매서운 구글 추격에 네이버 전면 새 단장 나선다 [이명지의 IT뷰어]
2023-06-02 16:57:01,네이버 '뷰티·해외직구 윈도' 종료…패션타운에 새 둥지
2023-06-01 15:00:01,"네이버·카카오 인물정보에 ‘장례지도사’, ‘가맹거래사’ 추가"
2023-05-30 21:12:25,"네이버지도 85분간 서비스 장애 후 복구…""플레이스 API 오류 때문"""
2023-06-02 09:55:04,‘세계 최초 로봇 친화형 빌딩’에 쏠린 눈…태평양도서 5개국도 네이버1784 방문
2023-06-01 09:22:41,"네이버, AI 큐시트 헬퍼 서비스 오픈…쇼핑라이브 대본 작성 돕는다"
2023-05-26 09:57:01,"네이버, 검색 새 단장...""AI 검색 경험 최적화"""
2023-05-31 07:47:01,네이버 모바일앱 일시 접속장애...현재는 정상
2023-05-30 21:06:01,네이버 지도 오류 “장소 탐색 API 문제”
2023-05-31 07:48:01,"네이버 모바일, 접속 장애…“재난 문자로 트래픽 증가”"
2023-05-31 08:32:01,서울시 경계경보 오발령에 네이버 한때 접속 장애
2023-05-31 05:30:00,네이버 '검색 강자' 수성 의지…AI 활용 이용자 맞춤형 검색 서비스
2023-05-30 16:00:14,"미래에셋증권, 네이버클라우드와 빅데이터 페스티벌"
2023-05-31 09:46:36,"네이버 지도, 오후 한때 접속 오류…""복구 완료"""
2023-05-31 09:54:06,"네이버 모바일, 경계경보에 한때 ‘접속장애’"
2023-05-26 13:09:01,"네이버 검색 새단장…""AI 검색에 최적화한 환경 제공"""
2023-05-30 20:33:01,"네이버 지도, 또 먹통...“오류 원인 확인 중”"
2023-05-30 09:47:06,"와이랩, 신작 '잔반없는 날' 네이버웹툰서 연재"
2023-06-02 10:14:03,"카페24, '네이버 로그인 플러스 위자드' 서비스 연동"
2023-05-23 10:31:06,"WTO 사무총장, 네이버 신사옥 ‘1784’ 방문"
2023-05-31 15:01:09,北 발사체에 네이버도 모바일 접속 장애
2023-05-30 16:19:06,"미래에셋증권, 네이버클라우드와 `빅데이터 페스티벌` 공동 개최"
2023-05-25 16:11:01,"navor·daurn…北 사이버공격 4건 중 3건, 네이버·다음 사칭 이메일"
2023.06.03. 오후 12:30,"
			‘소년판타지’ 비하인드 공개, 8일 네이버X아베마 특별 편성
		"
2023-05-26 11:31:42,"네이버 ""AI 경험 최적화한 인터페이스로 검색서비스 개편"""
2023-06-01 09:55:01,"네이버 계열사 7곳, 임금인상 4.8~6% 잠정합의"
2023-05-31 07:02:36,"""경계 경보 무슨일이야?"" 네이버 한때 먹통…현재 정상화"
2023-06-01 18:17:01,"오늘부터 '댓글' 조심하세요…네이버, 잇단 '쇄신안' 발표"
2023-06-01 16:43:35,"前 YS 주치의, 네이버 고소…""내 자료 무단삭제"""
2023-06-03 03:08:03,네이버웹툰 북미 강세… 카카오 웹툰 日서 1위
2023-05-31 18:21:01,"“AI 작품, 내지마” 네이버웹툰 ‘지상최대공모전’ AI 금지령"
2023.06.03. 오후 1:10,"
			‘소년판타지’, 파이널 본방 전 네이버X아베마서 비하인드 특별 편성
		"
2023-06-02 17:04:00,"통계청, AI 활용 통계서비스 논의…네이버 클라우드와 간담회"
2023-05-31 18:58:03,"檢, 네이버 매크로 광고 조작한 일당 기소"
2023-05-25 14:50:02,"""새 환경에서 로그인"".. '네이버·카카오' 사칭한 北해킹 메일"
2023.06.03. 오후 2:00,"
			'소년판타지', 8일 오후 9시 네이버x아베마서 비하인드 특별 편성
		"
2023-05-30 11:10:44,"[게시판] 미래에셋증권, 네이버 클라우드와 빅데이터 페스티벌"
2023-05-28 18:28:01,"공정위, 네이버·카카오 독과점 규제로 선회"
2023-06-01 10:04:01,"네이버, AI가 라이브쇼핑 대본 짜주는 서비스 시작"
2023-06-01 14:39:06,"네이버, AI 큐시트 헬퍼 서비스 시작… “쇼핑라이브 대본 써드립니다”"
2023-05-22 14:49:47,"제평위, 운영 잠정 중단키로…네이버·카카오 제안"
2023-05-24 10:46:16,"中, 네이버 차단 이어 韓 연예인 출연 취소...한한령 강화되나"
2023-05-24 06:19:17,다시 한한령?‥네이버 차단·가수 출연 취소
2023-06-04 06:00:00,"""중소상공인 매출확대 도와드립니다""...상생나선 네이버-카카오"
2023-06-01 08:56:04,"[클릭 e종목]""네이버, 하이퍼클로바X로 AI 초격차 노려"""
2023-05-26 05:03:44,국정원 “네이버·다음 사칭 北 해킹 주의”
2023-05-31 09:02:45,"""저금리 갈아타고 잘 갚으면 포인트도""…'네이버페이 대출갈아타기' 출시"
2023.06.01. 오후 1:13,"
			'소년판타지', MBC·네이버 나우·아베마 127분 동시 생중계
		"
2023-05-26 10:20:14,"네이버 검색 디자인 바뀐다…""AI 검색 환경 최적화"""
2023-06-01 16:45:21,"""이 문구, AI가 만들었다고?"" 네이버, 큐시트 헬퍼 서비스 베타 오픈"
2023-05-31 07:12:56,경계경보 발령에 네이버 한때 먹통…현재 정상화
2023-05-30 13:17:15,"미래에셋증권, 네이버클라우드와 빅데이터 페스티벌 개최"
2023-06-01 21:26:01,네이버·카카오 인물정보에 '장례지도사' '가맹거래사' 등 추가
2023-05-31 09:01:20,'네이버페이 대출 갈아타기' 오픈..잘 갚으면 포인트까지
2023-05-31 11:11:07,'매크로 돌려' 네이버 광고노출 조작한 일당 기소
2023-06-01 17:01:08,"전 YS 주치의 네이버 고소…""왜 내 자료 맘대로 삭제해?"""
2023-05-28 07:02:01,네이버·카카오 대환대출 고객 크게 안 겹칠 듯…이유는?
2023-05-31 09:33:13,"경계 경보에 네이버 5분간 오류…""트래픽 급증 영향""(종합)"
2023-06-01 09:18:04,"""누구나 쇼호스트처럼""…네이버 AI가 판매자 큐시트 써준다"
2023-06-01 11:55:19,"“인종·국가·지역·성별 등 차별 안돼” 네이버, 게시 금지 ‘혐오 표현’ 구체화"
2023-05-26 17:56:01,"네이버, MS·구글 공세에 위기감…PC 대문 이어 검색창도 바꾼다"
2023-05-30 10:13:21,"네이버클라우드, 금융 빅데이터 공모전 '빅데이터 페스티벌' 개최"
2023.06.01. 오전 11:34,"
			‘소년판타지’, MBC·네이버·아베마서 오늘(1일) 동시 생중계
		"
2023-05-31 09:59:01,네이버 한때 먹통…서울시 경계경보 오발령에 트래픽 급증
2023-06-02 16:42:20,"통계청, 네이버 클라우드와 초거대 AI의 통계 활용 방안 논의"
2023-05-25 16:07:10,"네이버·호반, '이음5G'로 건설 현장 중대재해 어찌 예방하나"
2023-05-31 14:21:01,네이버 광고노출 조작해 수백 억 챙긴 일당 무더기 기소
2023-05-31 08:56:01,"""네이버 AI논문 채택, 구글 5%"""
2023-06-03 04:31:31,대통령 주치의가 네이버 대표를 고소한 이유 [최연진의 IT 프리즘]
2023-05-30 11:43:08,"네이버, 맞춤형 AI로 차별화…美 데이터 통제 꺼리는 해외 공략"
2023-05-31 18:18:01,"방통위, 한상혁 면직에 '김효재 대행체제'…'KBS·네이버뉴스' 현안 산적"
2023-05-30 10:19:01,"미래에셋증권·네이버클라우드, 협력 확대"
2023-05-31 16:30:10,"네이버웹툰, '작가 등용문' 지상최대공모전서 생성형AI 금지키로"
2023.06.01. 오후 9:23,"
			‘소년판타지’, MBC-네이버 나우-아베마(ABEMA), 127분 생방송 동시 중계
		"
2023-05-31 12:35:18,네이버 광고 조작해 212억 벌었다…광고 맡긴 병원장 등 기소
2023-05-23 15:06:09,네이버 제2사옥 1784에 WTO 사무총장 방문
2023-05-22 15:37:11,네이버·카카오 '뉴스제휴평가위' 운영 잠정 중단키로
2023-06-01 18:49:41,"前 YS 주치의, 네이버 고소…""내 자료 무단 삭제"" 주장(종합)"
2023-06-01 20:44:01,"‘김현철 국정개입 폭로’ 의사, 네이버 고소…“내 자료 파기”"
2023-05-31 09:01:01,‘네이버페이 대출 갈아타기’ 오픈…“잘 갚으면 포인트도 지급”
2023-05-24 14:54:51,물관리도 디지털 트윈으로…네이버·수공 맞손
2023-06-01 09:03:02,"“네이버, 하이퍼클로바X 기대…AI·로봇에 미래 걸었다”"
2023-06-01 15:32:03,네이버페이 대출 갈아타기 오픈… 낮은 금리로 갈아타고 잘 갚으면 포인트 지급
