date,title,label
2023-05-30 16:02,"삼성전자 2.84% 오른 7만2300원…코스피, 외인 '사자'에 2580선 마감",1
2023-05-30 8:45,"삼성전자, 2023년형 TV 신제품으로 중동 소비자 공략",1
2023-05-30 15:52,"[데이터로 보는 증시]LG전자·삼성전자, 기관·외국인 코스피 순매수 1위(5월 30일-최종치)",1
2023-05-30 8:45,"삼성전자, 2023년형 TV 신제품으로 중동 소비자 공략",1
2023-05-30 10:37,"시노펙스, 삼성전자 베트남 품질혁신 최우수상 수상",1
2023-05-30 13:44,상장사 2년째 배당 줄어...삼성전자 '배당 1위' [권영훈의 증시뉴스 PICK],1
2023-05-30 9:50,[특징주] 삼성전자·SK하이닉스…장초반 급등세,1
2023-05-30 11:52,"삼성전자, 프리미엄TV로 중동 공략",1
2023-05-30 18:37,[경제합시다] 연일 뛰는 삼성전자 주가…미국 ‘이 기업’ 열풍 때문?,1
2023-05-30 9:22,"삼성전자, TV 신제품으로 중동 소비자 눈길 사로잡는다",1
2023-05-30 10:07,"한화투자증권, 랩어카운트 '델타랩 삼성전자우' 출시",1
2023-05-30 14:44,삼성전자 주식으로 500억 교환사채 발행한 세종텔레콤?,1
2023-05-30 10:02,"한화투자증권, '한화 델타랩 삼성전자우' 출시",1
2023-05-30 9:37,한화투자증권 ‘한화 델타랩 삼성전자우’ 출시,1
2023-05-30 9:42,"한화투자증권, '한화 델타랩 삼성전자우' 출시",1
2023-05-30 10:14,"한화투자증권, 랩어카운트 서비스'한화 델타랩 삼성전자우' 출시",1
2023-05-30 9:01,"""이제 직접 고친다""…삼성, 갤럭시 '자가 수리' 국내 도입",1
2023-05-30 10:36,"삼성 갤럭시폰 ‘깨진 화면’, 직접 갈아끼울 수 있다",1
2023-05-30 9:02,"""똥손도 가능한가요?""…삼성 갤럭시 '자가 수리 프로그램' 도입 [영상]",1
2023-05-30 17:07,"초격차 기술로 불황 넘자'…삼성·SK, 차세대 D램 잇달아 양산",1
2023-05-30 14:30,삼성 갤럭시폰 소비자가 직접 고칠 수 있다…'자가 키트 도입',1
2023-05-30 18:23,"""불황에도 초격차 유지""…삼성·SK, DDR5에 힘 싣는다",1
2023-05-30 9:04,"SKT, 전용 양자보안 폰 '갤럭시퀀텀4' 출시…""방수방진·손떨방 지원""",1
2023-05-30 16:35,삼전·하이닉스 또 연고점…외국인 6000억 사들였다(종합),1
2023-05-30 9:01,"고장난 갤럭시폰, 내가 고친다…삼성 '자가 수리' 국내 도입",1
2023-05-30 11:00,"미국 vs 중국, 다가오는 ‘선택의 시간’ [특파원 리포트]",1
2023-05-30 9:01,앞으로 갤럭시폰 ‘직접 수리’ 가능해진다(영상),1
2023-05-30 16:13,갤럭시폰 ‘셀프 수리’ 이제 한국서도 가능 [오늘 이슈],1
2023-05-30 15:57,삼성 이어 SK도 '초격차' D램 장착…불황 넘어 'AI 시장' 정조준,1
2023-05-30 6:07,"반도체 훈풍 언제까지?…증권가 ""三電·하이닉스 더 오른다""",1
2023-05-30 17:01,근로복지공단 이사장에 ‘삼성 출신’…반도체 노동자 단체 비판,0
2023-05-30 10:33,"[초점] ""中·러시아 설움 푼다""…삼성·LG, 중동 '오일머니' 공략 본격화",1
2023-05-30 9:30,갤럭시폰 국내도 ‘셀프수리’ 가능...“애초 수리 쉽게 만들어야”,1
2023-05-30 14:01,삼성 스마트폰·노트북·TV 소비자가 직접 수리한다,1
2023-05-30 15:30,제네시스에 삼성 OLED '미래차 동맹',1
2023-05-30 8:36,"""갤럭시 스마트폰·노트북 직접 고쳐보세요"" 삼성, 자가 수리 국내 도입",1
2023-05-30 9:01,국내서도 갤럭시 폰·노트북 '셀프 수리' 가능해진다,1
2023-05-30 15:59,"삼전·하이닉스 ""나를 따르라""…LG전자 '신고가'",1
2023-05-30 9:07,"""갤럭시폰 고객이 부품사서 직접 고친다""...삼성 '셀프 수리' 국내 도입",1
2023-05-30 9:18,"코스피, 장중 연고점…삼전·하이닉스 또 신고가",1
2023-05-30 17:18,생성형AI 열풍 타고…차세대 D램 '진검승부',1
2023-05-30 9:49,"SKT-삼성, 양자보안 스마트폰 '갤럭시 퀀텀 4' 출시",1
2023-05-30 5:59,삼성 vs LG 불꽃 튄다는데…“안방 소비자를 품어라”,1
2023-05-30 9:02,삼성 갤럭시 '자가 수리 프로그램' 국내에 도입,1
2023-05-30 16:45,"""이젠 갤럭시폰 직접 수리하세요""",1
2023-05-30 18:10,부산 리노공업 배당 ‘코스닥 1위’…작년 455억 풀었다,1
2023-05-30 9:53,"SKT, 양자보안폰 '갤럭시퀀텀4' 출시…디자인·성능 개선",1
2023-05-30 14:48,스마트워치 2위 자리 내준 삼성...갤워치6로 만회 나선다,0
2023-05-30 13:25,삼성·SK 마냥 웃을 수 없다 [뉴스'까'페],0
2023-05-30 9:22,부담 덜어낸 국내 증시…삼전·하이닉스 '반도체주' 날았다,1
2023-05-30 10:11,"SK텔레콤, 양자보안 5G 삼성폰 ‘갤럭시 퀀텀4′ 출시",1
2023-05-30 16:37,"베스핀글로벌 테크센터, 대구창조경제혁신센터 협업",
2023-05-30 17:19,하루에 6700억원 폭풍매수…외국인들 쏠린 종목은,1
2023-05-30 10:49,“SK하이닉스 상승세 시작에 불과?” 세계서 가장 빠른 ‘신무기’ 예고에 시선 집중 [비즈360],1
2023-05-30 10:26,"""중동 소비자 잡아라"" 두바이에 뜬 삼성 TV",1
2023-05-30 15:35,"스마트폰 직접 수리할 ‘권리’…삼성, 액정 등 부품 판매",1
2023-05-30 17:51,“5초에 1대씩 팔린다” 삼성 2위→3위로 밀어낸 회사 정체,1
2023-05-30 11:20,"상장사 배당금, 2년 연속 감소 28조5282억원…증시 부진 여파",0
2023-05-30 13:26,"SKT, 양자보안 폰 '갤럭시 퀀텀4' 출시",1
2023-05-30 12:02,"""5G 강국, 6G로 잇는다""…6G포럼 출범",1
2023-05-30 9:14,국제광고제 휩쓴 제일기획…북미·유럽서 본상 14개 수상,1
2023-05-30 18:34,비상경영 나몰라라…노조의 '역대급 청구서',0
2023-05-30 11:07,"“화면 깨진 갤S22, 이제 직접 고치세요”",1
2023-05-30 10:19,작년 상장사 배당금 28.5조…전년比 6.7% 줄어,0
2023-05-30 17:12,갤럭시폰·노트북·TV '셀프수리' 길 열렸다,1
2023-05-30 9:33,"SK텔레콤, 양자보안 5G폰 삼성 ‘갤럭시 퀀텀 4’ 출시",1
2023-05-30 16:07,[시황종합]외인 '사자'에 코스피 연고점 경신…삼전·하이닉스 강세,1
2023-05-30 15:09,"SKT, 양자보안 '갤럭시 퀀텀4'...인증정보, 외장메모리 암호화",1
2023-05-30 6:15,"""초연결이 알아서 딱""…가전의 진화, 생활이 달라진다 [미래on]",1
2023-05-30 9:40,"제일기획, 해외 광고제서 잇단 수상",1
2023-05-30 10:37,작년 상장사 배당금 6.7% 줄었다…28조 5천억 지급,0
2023-05-30 17:20,"적자나도, 최대 실적 거둬도' 역대급 청구서 내미는 노조",0
2023-05-29 22:44,10년 전 중국 점유율 20%→1% '추락'…늪에 빠진 삼성폰,0
2023-05-30 9:37,미국발 훈풍… ‘7만전자’ ‘11만닉스’ 52주 신고가 경신,1
2023-05-30 16:07,"코스피, 미 부채한도 협상 타결·반도체 강세에 연중 최고치(종합)",1
2023-05-30 16:02,산·학·연 모여 기술 융합… 한국도 6G 주도권 전쟁 참전,1
2023-05-30 11:07,"양자기술로 보안 강화, SKT ‘갤럭시 퀀텀4’ 출시",1
2023-05-30 5:15,"""에어컨 청소·수리 미리 하세요""… 자가점검 방법은?",
2023-05-30 8:49,"진화한 양자 보안기술…SKT, 60만원대 `갤럭시 퀀텀4` 출시",1
2023-05-30 9:24,이제 집에서 직접 고친다…갤럭시 '자가 수리' 국내 도입,1
2023-05-30 16:46,2600선 바라보는 코스피…반도체주 강세 '지속',1
2023-05-30 4:27,"""삼성보다 TSMC…AI 열풍 속 수익·경영 모두 유리""",0
2023-05-30 9:58,"SK하이닉스, '10나노급 5세대 서버용 DDR5' 개발..인텔과 검증",1
2023-05-30 6:35,"[컴퓨텍스 2023] 차세대 인텔 코어 프로세서, AI로 효율성 ↑",1
2023-05-30 11:17,"SK하이닉스, AI 서버시장 주도권 잡는다",1
2023-05-30 11:17,작년 상장사 배당금 또 줄었다…28.5조원 지급,0
2023-05-30 7:19,불매운동'에 역풍...유명무실해지는 삼성 노조 [기자수첩-산업IT],0
2023-05-30 5:05,엔비디아 ‘1조 달러 클럽’ 눈앞… 삼성·SK에도 훈풍,1
2023-05-30 7:49,"‘8만전자’ 도전, 오늘부터 1일?…새 슈퍼컴퓨터 타고 비상한 ‘킹비디아’ 덕에 삼전도 웃나 [투자360]",1
